journal_latency,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
58,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.003,0.004,0.003,0.003,0.002,0.003,0.003,0.002,0.003,0.002,0.003,0.003,0.003,0.003,0.004,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.003,0.003,0.002,0.002,0.003,0.002,0.004
59,0.003,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.003,0.004,0.002,0.002,0.003,0.003,0.003,0.003,0.002,0.003,0.003,0.002,0.002,0.003,0.004,0.002,0.003,0.003,0.002,0.002,0.003,0.002,0.003,0.002,0.003,0.002,0.006,0.002,0.002,0.002,0.003,0.004
60,0.002,0.002,0.003,0.003,0.003,0.003,0.002,0.002,0.004,0.003,0.002,0.003,0.004,0.002,0.004,0.002,0.003,0.002,0.002,0.003,0.002,0.003,0.002,0.003,0.004,0.003,0.003,0.002,0.002,0.003,0.003,0.002,0.002,0.002,0.004,0.002,0.002,0.002,0.001,0.003
61,0.002,0.002,0.004,0.003,0.002,0.003,0.002,0.002,0.003,0.003,0.001,0.002,0.002,0.002,0.003,0.003,0.003,0.002,0.002,0.002,0.003,0.003,0.004,0.002,0.003,0.003,0.003,0.002,0.002,0.003,0.002,0.003,0.002,0.002,0.004,0.004,0.004,0.003,0.005,0.002
62,0.002,0.002,0.003,0.003,0.003,0.002,0.003,0.002,0.003,0.003,0.005,0.003,0.004,0.003,0.002,0.003,0.002,0.003,0.003,0.002,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.003,0.002,0.003,0.003,0.003,0.003,0.004,0.004,0.002,0.002,0.002,0.002,0.003
63,0.002,0.002,0.003,0.003,0.003,0.002,0.002,0.003,0.002,0.003,0.005,0.002,0.002,0.003,0.002,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.003,0.003,0.002,0.002,0.002,0.003,0.003,0.004,0.002,0.002,0.002,0.004,0.003,0.003,0.003,0.002,0.002
64,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.002,0.004,0.005,0.003,0.002,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.004,0.002,0.002,0.003,0.003,0.003,0.002,0.003,0.001,0.003,0.003,0.003,0.002,0.002,0.002,0.003,0.003,0.003,0.001,0.003,0.003
65,0.004,0.003,0.003,0.002,0.004,0.003,0.002,0.002,0.003,0.003,0.002,0.003,0.002,0.003,0.004,0.003,0.002,0.003,0.003,0.003,0.002,0.003,0.003,0.002,0.003,0.003,0.002,0.002,0.002,0.002,0.003,0.003,0.002,0.003,0.001,0.003,0.002,0.003,0.003,0.002
66,0.003,0.002,0.004,0.003,0.003,0.003,0.002,0.004,0.003,0.002,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.003,0.004,0.004,0.003,0.003,0.002,0.002,0.002,0.004,0.003,0.003,0.002,0.004,0.002,0.003,0.002,0.003,0.002,0.002
67,0.003,0.002,0.003,0.002,0.003,0.002,0.002,0.001,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.004,0.003,0.002,0.002,0.003,0.002,0.002,0.004,0.003,0.003,0.002,0.004,0.002,0.003,0.003,0.003,0.002,0.003
68,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.001,0.002,0.002,0.002,0.002,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.004,0.002,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.002,0.002,0.002,0.003,0.004,0.002
69,0.003,0.003,0.002,0.002,0.002,0.003,0.003,0.002,0.004,0.002,0.002,0.003,0.002,0.003,0.003,0.002,0.002,0.002,0.002,0.003,0.001,0.003,0.003,0.003,0.002,0.002,0.003,0.002,0.003,0.002,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.004,0.003,0.005
70,0.003,0.002,0.003,0.002,0.004,0.004,0.003,0.002,0.003,0.003,0.003,0.002,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.003,0.001,0.002,0.003,0.002,0.002,0.002,0.001,0.002,0.003,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.003
71,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.001,0.002,0.004,0.002,0.002,0.003,0.002,0.002,0.002,0.004,0.002,0.002,0.002,0.001,0.003,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.004,0.002,0.003,0.003,0.004,0.003,0.003,0.002,0.002,0.002,0.003
72,0.003,0.002,0.003,0.002,0.003,0.003,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.003,0.003,0.004,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.002,0.003,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.003,0.003,0.004,0.003,0.004,0.003,0.002
73,0.003,0.002,0.003,0.002,0.002,0.003,0.002,0.001,0.003,0.002,0.002,0.002,0.003,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.003,0.002,0.003,0.003,0.004,0.003,0.002,0.001,0.002,0.004,0.003,0.003,0.003,0.003,0.002,0.003,0.003,0.003,0.002
74,0.002,0.003,0.003,0.003,0.002,0.003,0.002,0.002,0.002,0.004,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.001,0.002,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.003,0.003,0.003,0.003
75,0.002,0.003,0.002,0.002,0.003,0.004,0.003,0.003,0.004,0.003,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.001,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.003,0.002,0.001,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.003,0.002,0.003,0.003,0.003
76,0.003,0.003,0.003,0.003,0.003,0.002,0.004,0.002,0.003,0.003,0.002,0.002,0.003,0.002,0.003,0.002,0.002,0.004,0.002,0.003,0.003,0.003,0.002,0.003,0.003,0.002,0.003,0.001,0.002,0.004,0.004,0.004,0.003,0.003,0.002,0.002,0.003,0.002,0.002,0.003
77,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.004,0.003,0.002,0.003,0.003,0.003,0.003,0.003,0.002,0.003,0.004,0.003,0.002,0.003,0.002,0.004,0.003,0.002,0.004,0.002,0.001,0.003,0.002,0.003,0.002,0.002,0.002,0.004,0.003,0.002,0.002,0.003
78,0.003,0.002,0.002,0.002,0.002,0.002,0.003,0.004,0.003,0.003,0.002,0.003,0.002,0.003,0.002,0.002,0.003,0.004,0.004,0.002,0.004,0.003,0.003,0.002,0.003,0.003,0.002,0.002,0.001,0.002,0.003,0.003,0.002,0.003,0.003,0.003,0.003,0.003,0.002,0.004
79,0.003,0.003,0.002,0.004,0.002,0.002,0.003,0.002,0.002,0.002,0.005,0.002,0.004,0.003,0.004,0.005,0.004,0.002,0.002,0.004,0.002,0.005,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.003,0.003,0.002,0.002,0.002,0.004,0.003,0.003,0.002,0.002,0.002
80,0.003,0.004,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.005,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.003,0.004,0.004,0.004,0.004,0.003,0.002,0.002,0.002,0.003
81,0.003,0.001,0.004,0.003,0.004,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.003,0.003,0.003,0.002,0.003,0.002,0.002,0.003,0.002,0.003,0.003,0.003,0.002,0.002,0.002,0.003,0.003,0.002,0.003,0.003,0.003,0.003,0.002,0.002,0.002
82,0.002,0.002,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.003,0.002,0.003,0.003,0.003,0.004,0.003,0.003,0.003,0.002,0.005,0.002,0.003,0.003
83,0.002,0.003,0.003,0.002,0.004,0.003,0.002,0.003,0.002,0.002,0.002,0.001,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.004,0.003,0.003,0.002,0.002,0.003,0.002,0.003,0.002,0.003,0.003,0.002,0.003,0.002,0.003,0.003
84,0.003,0.003,0.002,0.004,0.003,0.004,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.003,0.003,0.002,0.002,0.003,0.003,0.002,0.003,0.002,0.003,0.003,0.003,0.003,0.002,0.003,0.003,0.003,0.002,0.004,0.003,0.003,0.002,0.003,0.004,0.003,0.002
85,0.002,0.002,0.003,0.002,0.004,0.002,0.003,0.002,0.003,0.003,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.004,0.003,0.003,0.003,0.002,0.002,0.003,0.003,0.002,0.003,0.002,0.004,0.002,0.005,0.002,0.002,0.003,0.004,0.003,0.005
86,0.002,0.003,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.003,0.002,0.002,0.002,0.002,0.003,0.003,0.002,0.003,0.005,0.002,0.003,0.004,0.002,0.003,0.002,0.003,0.003
87,0.003,0.003,0.002,0.003,0.002,0.003,0.004,0.003,0.003,0.004,0.003,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.003,0.003,0.003,0.003,0.004,0.002,0.004,0.002,0.002,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.004,0.003,0.003,0.002
88,0.003,0.003,0.002,0.002,0.002,0.003,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.004,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.003,0.005,0.003,0.003,0.003,0.001,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.003,0.004,0.003
89,0.003,0.004,0.002,0.002,0.003,0.003,0.003,0.003,0.002,0.003,0.002,0.004,0.003,0.002,0.003,0.003,0.003,0.002,0.003,0.003,0.003,0.002,0.002,0.003,0.004,0.003,0.002,0.002,0.002,0.003,0.002,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.004,0.003
90,0.003,0.002,0.003,0.004,0.002,0.003,0.002,0.003,0.003,0.003,0.002,0.003,0.003,0.002,0.002,0.003,0.004,0.002,0.003,0.003,0.002,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.004,0.004,0.002,0.004,0.002,0.003,0.003,0.003,0.002,0.002,0.003
91,0.004,0.003,0.003,0.002,0.003,0.003,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.003,0.004,0.003,0.003,0.004,0.003,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.002,0.003,0.002,0.003,0.003,0.003,0.002,0.004,0.002,0.002,0.002,0.002,0.004
92,0.003,0.003,0.003,0.002,0.004,0.005,0.002,0.002,0.002,0.003,0.003,0.002,0.003,0.003,0.002,0.004,0.003,0.003,0.003,0.003,0.002,0.006,0.002,0.003,0.003,0.003,0.003,0.001,0.002,0.002,0.004,0.003,0.002,0.002,0.006,0.003,0.002,0.002,0.002,0.002
93,0.003,0.003,0.002,0.003,0.003,0.003,0.005,0.003,0.003,0.003,0.003,0.002,0.003,0.003,0.003,0.002,0.003,0.003,0.003,0.003,0.001,0.003,0.003,0.002,0.002,0.002,0.002,0.001,0.002,0.002,0.003,0.003,0.003,0.003,0.004,0.002,0.002,0.002,0.007,0.003
94,0.003,0.002,0.002,0.005,0.002,0.003,0.004,0.002,0.004,0.002,0.002,0.002,0.003,0.003,0.004,0.003,0.002,0.003,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.003,0.002,0.001,0.001,0.003,0.003,0.004,0.003,0.003,0.002,0.004,0.002,0.002,0.002,0.004
95,0.003,0.003,0.003,0.004,0.006,0.003,0.002,0.002,0.003,0.002,0.004,0.002,0.002,0.002,0.003,0.003,0.002,0.003,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.002,0.002,0.004,0.002,0.003,0.002,0.005,0.002,0.003,0.003,0.004,0.004,0.003,0.002,0.002
96,0.002,0.002,0.003,0.004,0.004,0.003,0.002,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.003,0.003,0.002,0.003,0.002,0.001,0.003,0.002,0.003,0.002,0.003,0.003,0.002,0.003,0.003,0.002,0.003,0.002,0.004,0.002,0.004,0.003,0.001,0.003,0.004
97,0.002,0.003,0.003,0.002,0.005,0.004,0.002,0.003,0.004,0.003,0.003,0.002,0.004,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.003,0.003,0.003,0.003,0.001,0.003,0.002,0.003,0.003,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.003
98,0.002,0.002,0.003,0.002,0.004,0.004,0.002,0.001,0.003,0.003,0.003,0.002,0.002,0.005,0.004,0.002,0.004,0.002,0.003,0.002,0.001,0.002,0.002,0.003,0.003,0.002,0.002,0.003,0.001,0.003,0.004,0.002,0.002,0.004,0.003,0.004,0.003,0.002,0.002,0.003
99,0.003,0.002,0.002,0.002,0.003,0.003,0.003,0.002,0.003,0.002,0.003,0.002,0.002,0.003,0.003,0.003,0.002,0.003,0.005,0.001,0.002,0.003,0.003,0.002,0.003,0.003,0.003,0.002,0.002,0.003,0.002,0.004,0.003,0.003,0.003,0.004,0.003,0.001,0.003,0.003
100,0.002,0.002,0.003,0.002,0.004,0.003,0.002,0.001,0.002,0.004,0.002,0.002,0.003,0.003,0.004,0.002,0.003,0.002,0.003,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.002,0.001,0.002,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.004,0.002,0.002,0.002
101,0.004,0.004,0.002,0.002,0.004,0.003,0.002,0.003,0.003,0.003,0.002,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.004,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.004,0.004,0.003,0.003
102,0.003,0.004,0.003,0.002,0.002,0.004,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.003,0.003,0.002,0.003,0.002,0.003,0.003,0.003,0.003,0.003,0.005,0.002,0.002,0.002,0.002,0.002,0.004,0.003,0.004,0.003,0.003,0.002,0.004,0.003,0.002,0.004
103,0.002,0.004,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.002,0.003,0.003,0.002,0.003,0.003,0.002,0.002,0.003,0.003,0.002,0.003
104,0.002,0.003,0.002,0.003,0.003,0.003,0.003,0.002,0.003,0.002,0.003,0.002,0.003,0.002,0.002,0.003,0.003,0.003,0.002,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.002,0.004,0.003,0.002,0.003,0.002,0.002,0.003,0.002
105,0.003,0.004,0.003,0.003,0.003,0.003,0.002,0.004,0.003,0.004,0.004,0.003,0.005,0.003,0.002,0.003,0.002,0.003,0.002,0.003,0.003,0.002,0.003,0.003,0.002,0.003,0.004,0.002,0.002,0.004,0.002,0.002,0.002,0.004,0.003,0.002,0.004,0.002,0.002,0.002
106,0.003,0.004,0.004,0.003,0.004,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.003,0.004,0.003,0.003,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.003,0.004,0.003,0.002,0.003,0.004,0.002
107,0.002,0.003,0.004,0.002,0.003,0.003,0.003,0.002,0.005,0.003,0.002,0.002,0.003,0.002,0.003,0.002,0.002,0.003,0.005,0.003,0.002,0.002,0.003,0.002,0.003,0.002,0.004,0.002,0.002,0.002,0.004,0.002,0.002,0.003,0.003,0.002,0.002,0.002,0.004,0.004
108,0.004,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.003,0.002,0.003,0.004,0.003,0.003,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.003,0.004,0.001,0.003,0.002,0.003,0.002,0.002,0.003,0.002,0.003,0.002,0.003,0.002,0.002
109,0.003,0.002,0.003,0.005,0.003,0.002,0.003,0.002,0.003,0.003,0.002,0.003,0.003,0.002,0.003,0.002,0.003,0.003,0.002,0.002,0.002,0.002,0.004,0.002,0.002,0.003,0.003,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.002,0.003,0.002,0.003,0.002,0.003
110,0.003,0.003,0.002,0.002,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.003,0.003,0.002,0.002,0.004,0.003,0.003,0.004,0.002,0.003,0.002,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.002,0.001,0.002,0.002
111,0.002,0.002,0.002,0.003,0.003,0.004,0.004,0.003,0.003,0.004,0.001,0.002,0.003,0.002,0.002,0.003,0.003,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003
112,0.002,0.003,0.003,0.002,0.002,0.003,0.002,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.003,0.002,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.001,0.002,0.003
113,0.003,0.003,0.002,0.003,0.002,0.004,0.003,0.003,0.003,0.004,0.002,0.002,0.004,0.003,0.003,0.004,0.003,0.002,0.002,0.004,0.003,0.002,0.003,0.002,0.002,0.002,0.003,0.003,0.003,0.004,0.003,0.004,0.004,0.003,0.002,0.002,0.003,0.002,0.002,0.003
114,0.003,0.003,0.003,0.003,0.004,0.002,0.002,0.002,0.004,0.004,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.004,0.002,0.004,0.002,0.002,0.002,0.004,0.003,0.003,0.002,0.003,0.004,0.003,0.002,0.003,0.003,0.002,0.002,0.005,0.003,0.002
115,0.002,0.003,0.002,0.002,0.004,0.003,0.004,0.001,0.004,0.005,0.003,0.002,0.003,0.002,0.003,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.003,0.003,0.002,0.002,0.004,0.004,0.005,0.003,0.003,0.002,0.005,0.002,0.003,0.003,0.003
116,0.003,0.002,0.002,0.003,0.002,0.002,0.004,0.002,0.003,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.001,0.002,0.003,0.002,0.002,0.002,0.002,0.003,0.003,0.004,0.003,0.004,0.002,0.003,0.003,0.003,0.002,0.002,0.002,0.004
117,0.004,0.002,0.003,0.003,0.005,0.003,0.002,0.002,0.003,0.003,0.002,0.004,0.003,0.003,0.003,0.003,0.003,0.002,0.003,0.003,0.002,0.003,0.002,0.003,0.003,0.003,0.002,0.002,0.003,0.003,0.003,0.004,0.003,0.003,0.003,0.002,0.003,0.002,0.002,0.002
118,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.003,0.002,0.002,0.002,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.004,0.003,0.004,0.002,0.003,0.002,0.003,0.004,0.003,0.003,0.003,0.002,0.003,0.002,0.002,0.002,0.003
119,0.002,0.002,0.003,0.006,0.002,0.003,0.003,0.001,0.002,0.003,0.002,0.003,0.002,0.003,0.004,0.003,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.003,0.004,0.003,0.002,0.002,0.001,0.002,0.002,0.004,0.003,0.003,0.002,0.002,0.002,0.003,0.003,0.002
