journal_latency,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
120,0.005,0.002,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.004,0.002,0.002,0.002,0.002,0.003,0.003,0.004,0.002,0.001,0.003,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.003,0.002,0.003,0.003
121,0.002,0.003,0.003,0.003,0.003,0.005,0.002,0.002,0.003,0.002,0.002,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.003,0.004,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.003,0.003,0.003,0.002,0.002,0.002
122,0.002,0.002,0.003,0.003,0.002,0.004,0.002,0.002,0.003,0.003,0.002,0.002,0.003,0.002,0.003,0.002,0.003,0.003,0.002,0.002,0.003,0.003,0.002,0.002,0.004,0.002,0.003,0.002,0.002,0.003,0.003,0.002,0.002,0.003,0.002,0.004,0.003,0.004,0.002,0.002
123,0.002,0.002,0.002,0.004,0.002,0.004,0.004,0.003,0.003,0.003,0.002,0.003,0.002,0.002,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.002,0.003,0.001,0.003,0.003,0.003,0.002,0.003,0.002,0.003,0.003,0.003,0.003,0.003,0.003
124,0.002,0.001,0.002,0.003,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.004,0.003,0.003,0.002,0.002,0.004,0.001,0.002,0.003,0.003,0.002,0.004,0.002,0.003,0.002,0.003,0.002,0.002,0.003,0.004,0.002,0.002,0.002,0.003,0.004,0.003,0.003,0.002,0.002
125,0.003,0.002,0.004,0.002,0.003,0.002,0.003,0.003,0.003,0.003,0.003,0.002,0.003,0.002,0.003,0.002,0.003,0.002,0.003,0.002,0.001,0.002,0.003,0.002,0.003,0.003,0.003,0.002,0.003,0.003,0.002,0.002,0.003,0.002,0.002,0.003,0.003,0.001,0.003,0.003
126,0.002,0.003,0.002,0.003,0.003,0.003,0.003,0.002,0.005,0.003,0.002,0.002,0.003,0.003,0.004,0.003,0.003,0.002,0.002,0.002,0.001,0.003,0.002,0.002,0.003,0.002,0.003,0.003,0.003,0.002,0.004,0.003,0.003,0.002,0.002,0.003,0.002,0.004,0.002,0.002
127,0.003,0.002,0.003,0.003,0.003,0.003,0.005,0.003,0.002,0.003,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.001,0.002,0.003,0.002,0.003,0.002,0.002,0.003,0.002,0.003,0.003,0.002,0.002,0.003,0.003,0.003,0.002,0.003,0.001,0.002
128,0.003,0.003,0.002,0.003,0.002,0.002,0.003,0.004,0.003,0.003,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.004,0.002,0.003,0.003,0.004,0.003,0.001,0.003,0.003
129,0.004,0.002,0.003,0.004,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.002,0.003,0.004,0.004,0.004,0.002,0.002,0.003
130,0.002,0.003,0.005,0.004,0.003,0.003,0.004,0.003,0.003,0.002,0.003,0.003,0.004,0.002,0.003,0.003,0.003,0.002,0.004,0.003,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.001,0.002,0.003,0.003,0.003,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003
131,0.002,0.002,0.004,0.003,0.004,0.003,0.002,0.002,0.003,0.002,0.003,0.003,0.003,0.003,0.002,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.003,0.003,0.003,0.004,0.002,0.002,0.003
132,0.003,0.003,0.002,0.003,0.003,0.002,0.003,0.002,0.004,0.003,0.002,0.003,0.002,0.004,0.002,0.003,0.003,0.002,0.002,0.003,0.001,0.003,0.003,0.003,0.004,0.002,0.002,0.002,0.002,0.002,0.005,0.003,0.004,0.003,0.002,0.003,0.002,0.003,0.003,0.003
133,0.002,0.003,0.003,0.003,0.003,0.003,0.004,0.002,0.003,0.003,0.001,0.002,0.003,0.002,0.004,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.002,0.003,0.002,0.003,0.003,0.003,0.004,0.003,0.003,0.001,0.003
134,0.004,0.004,0.003,0.003,0.003,0.002,0.002,0.003,0.003,0.003,0.002,0.002,0.003,0.002,0.003,0.002,0.004,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.002,0.002,0.002,0.003,0.003,0.002,0.003,0.003,0.003,0.003,0.002,0.006,0.004
135,0.003,0.002,0.003,0.003,0.002,0.003,0.003,0.003,0.003,0.002,0.001,0.003,0.004,0.003,0.003,0.003,0.002,0.002,0.003,0.002,0.003,0.002,0.003,0.002,0.003,0.004,0.002,0.002,0.001,0.002,0.003,0.002,0.002,0.004,0.003,0.003,0.004,0.002,0.002,0.003
136,0.004,0.004,0.003,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.001,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.004,0.002,0.003,0.002,0.002,0.002,0.001,0.003,0.003,0.002,0.002,0.003,0.004,0.003,0.002,0.003,0.003,0.004
137,0.002,0.003,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.002,0.003,0.003,0.003,0.003,0.003,0.002,0.003,0.002,0.002,0.003,0.003,0.001,0.002,0.003,0.002,0.002,0.004,0.003,0.004,0.002,0.004,0.003,0.002,0.003
138,0.002,0.003,0.003,0.002,0.004,0.004,0.003,0.002,0.004,0.002,0.002,0.002,0.003,0.004,0.004,0.003,0.002,0.003,0.002,0.002,0.003,0.003,0.003,0.002,0.003,0.003,0.002,0.001,0.001,0.003,0.003,0.003,0.003,0.002,0.002,0.003,0.003,0.003,0.003,0.004
139,0.002,0.003,0.002,0.005,0.004,0.005,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.001,0.002,0.001,0.001,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.004,0.002,0.003,0.002,0.002,0.003
140,0.003,0.003,0.005,0.003,0.003,0.003,0.002,0.003,0.003,0.002,0.001,0.002,0.003,0.003,0.003,0.002,0.003,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.003,0.003,0.003,0.001,0.002,0.003,0.004,0.003,0.002,0.003,0.003,0.002,0.003,0.002,0.003,0.004
141,0.003,0.003,0.002,0.003,0.002,0.003,0.003,0.003,0.002,0.002,0.001,0.002,0.002,0.002,0.003,0.002,0.002,0.003,0.003,0.003,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.002,0.003,0.002,0.003,0.004,0.002,0.003,0.002,0.003,0.003,0.002,0.003,0.002
142,0.002,0.002,0.003,0.004,0.003,0.003,0.003,0.003,0.002,0.003,0.002,0.004,0.004,0.002,0.004,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.004,0.002,0.003,0.002,0.004,0.002,0.002,0.004,0.003,0.004,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002
143,0.003,0.002,0.002,0.002,0.003,0.002,0.002,0.004,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.002,0.002,0.002,0.002,0.003,0.004,0.003,0.002,0.003,0.003,0.002,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.003
144,0.002,0.003,0.003,0.002,0.003,0.003,0.002,0.003,0.002,0.004,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.003,0.002,0.003,0.003,0.003,0.002,0.002,0.003,0.002,0.004,0.002,0.002,0.004,0.004,0.003,0.002,0.003,0.002,0.003,0.003,0.004,0.003,0.003
145,0.002,0.002,0.003,0.003,0.002,0.005,0.003,0.003,0.003,0.005,0.001,0.003,0.002,0.003,0.003,0.002,0.003,0.004,0.003,0.002,0.001,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.003,0.003,0.002,0.003,0.002,0.004,0.003,0.003
146,0.002,0.003,0.002,0.004,0.002,0.003,0.003,0.001,0.003,0.002,0.002,0.002,0.003,0.002,0.003,0.003,0.002,0.002,0.002,0.003,0.003,0.004,0.002,0.003,0.003,0.003,0.002,0.001,0.002,0.003,0.002,0.003,0.003,0.003,0.002,0.003,0.002,0.002,0.002,0.004
147,0.004,0.002,0.003,0.003,0.002,0.002,0.003,0.003,0.004,0.004,0.003,0.002,0.002,0.003,0.003,0.002,0.002,0.002,0.003,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.003,0.001,0.002,0.003,0.004,0.003,0.003,0.003,0.003,0.002,0.003,0.001,0.003,0.003
148,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.004,0.002,0.002,0.003,0.003,0.003,0.002,0.003,0.003,0.002,0.003,0.003,0.002,0.003,0.003,0.004,0.003,0.003,0.002,0.002,0.004,0.004,0.003,0.003,0.004,0.002,0.003,0.003,0.001,0.002,0.002
149,0.004,0.002,0.003,0.003,0.003,0.004,0.003,0.003,0.003,0.003,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.003,0.003,0.002,0.002,0.003,0.003,0.004,0.001,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.003,0.003
150,0.003,0.002,0.003,0.003,0.002,0.002,0.002,0.002,0.003,0.003,0.002,0.002,0.003,0.004,0.003,0.003,0.002,0.003,0.003,0.004,0.003,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.003,0.004,0.002,0.002,0.003,0.003,0.003,0.002,0.002,0.002,0.003
151,0.002,0.003,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.004,0.002,0.003,0.004,0.004,0.003,0.002,0.002,0.002,0.003,0.002,0.003,0.003,0.002,0.002,0.004,0.002,0.003,0.002,0.003,0.005,0.002
152,0.002,0.003,0.003,0.004,0.004,0.002,0.003,0.004,0.002,0.003,0.001,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.005,0.003,0.002
153,0.002,0.002,0.003,0.003,0.003,0.002,0.003,0.003,0.003,0.003,0.002,0.001,0.003,0.002,0.003,0.003,0.002,0.003,0.003,0.003,0.002,0.003,0.003,0.002,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.003,0.002,0.002,0.005,0.003,0.002,0.003,0.003,0.002
154,0.003,0.002,0.003,0.004,0.003,0.003,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.004,0.002,0.003,0.002,0.005,0.001,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.003,0.004,0.003,0.002,0.003,0.002,0.001,0.002,0.003
155,0.002,0.003,0.002,0.003,0.003,0.003,0.003,0.003,0.002,0.004,0.002,0.003,0.003,0.003,0.002,0.003,0.002,0.003,0.003,0.004,0.001,0.005,0.002,0.002,0.002,0.002,0.002,0.001,0.002,0.002,0.003,0.003,0.004,0.003,0.003,0.002,0.003,0.002,0.003,0.002
156,0.004,0.002,0.003,0.004,0.003,0.002,0.003,0.004,0.003,0.003,0.002,0.002,0.003,0.002,0.003,0.003,0.002,0.003,0.003,0.003,0.002,0.003,0.003,0.003,0.002,0.002,0.003,0.003,0.002,0.003,0.003,0.003,0.003,0.003,0.002,0.003,0.002,0.003,0.003,0.003
157,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.003,0.002,0.003,0.003,0.003,0.004,0.003,0.003,0.002,0.003,0.003,0.002,0.003,0.001,0.002,0.003,0.002,0.002,0.002,0.002,0.003,0.002,0.003,0.003,0.002,0.003,0.003,0.003,0.005,0.003,0.003,0.002,0.003
158,0.002,0.001,0.003,0.003,0.003,0.002,0.002,0.002,0.003,0.003,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.001,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.003,0.003,0.004,0.003,0.002,0.002,0.003
159,0.003,0.003,0.002,0.003,0.004,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.002,0.003,0.002,0.004,0.002,0.002,0.003,0.003,0.002,0.003,0.003,0.002,0.002,0.002,0.003,0.004,0.003,0.002,0.002,0.002,0.002,0.003,0.002,0.002
160,0.002,0.002,0.002,0.003,0.002,0.003,0.003,0.004,0.003,0.003,0.002,0.002,0.003,0.003,0.003,0.002,0.002,0.003,0.002,0.004,0.002,0.003,0.002,0.004,0.003,0.003,0.003,0.001,0.001,0.003,0.003,0.005,0.003,0.004,0.002,0.005,0.003,0.002,0.002,0.003
161,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.003,0.003,0.002,0.002,0.002,0.003,0.003,0.002,0.005,0.002,0.003,0.002,0.003,0.001,0.002,0.003,0.002,0.002,0.003,0.003,0.002,0.002,0.004,0.003,0.003,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.003
162,0.002,0.003,0.003,0.003,0.004,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.002,0.003,0.002,0.003,0.002,0.002,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.004,0.003,0.003,0.003,0.002,0.002,0.003,0.002,0.003,0.003
163,0.002,0.003,0.003,0.003,0.003,0.004,0.002,0.003,0.003,0.003,0.002,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.002,0.001,0.001,0.002,0.003,0.002,0.003,0.003,0.003,0.002,0.003,0.003,0.004,0.003
164,0.004,0.003,0.003,0.003,0.003,0.005,0.003,0.004,0.003,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.002,0.002,0.001,0.003,0.002,0.002,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.003
165,0.003,0.001,0.003,0.004,0.004,0.003,0.002,0.002,0.003,0.003,0.002,0.002,0.003,0.002,0.003,0.003,0.003,0.002,0.003,0.003,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.001,0.001,0.003,0.002,0.003,0.002,0.004,0.003,0.003,0.003,0.002,0.002,0.003
166,0.003,0.003,0.002,0.002,0.003,0.002,0.003,0.003,0.003,0.003,0.004,0.002,0.003,0.003,0.003,0.002,0.004,0.003,0.002,0.004,0.002,0.004,0.003,0.002,0.004,0.002,0.003,0.002,0.002,0.002,0.003,0.003,0.003,0.005,0.004,0.003,0.003,0.003,0.002,0.003
167,0.002,0.003,0.003,0.004,0.003,0.003,0.002,0.003,0.003,0.003,0.002,0.003,0.003,0.002,0.003,0.003,0.003,0.003,0.002,0.003,0.002,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.004,0.003,0.004,0.002,0.003,0.002,0.003,0.003,0.003
168,0.002,0.002,0.003,0.002,0.003,0.003,0.003,0.004,0.002,0.003,0.001,0.002,0.002,0.002,0.003,0.003,0.004,0.003,0.004,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.001,0.002,0.002,0.002,0.002,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.003,0.002
169,0.003,0.002,0.003,0.003,0.003,0.004,0.003,0.002,0.002,0.003,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.003,0.001,0.002,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.003,0.004,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.003
170,0.002,0.003,0.003,0.004,0.003,0.005,0.003,0.002,0.003,0.003,0.001,0.002,0.003,0.003,0.003,0.002,0.004,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.002,0.002,0.002,0.003,0.003,0.002,0.002,0.003,0.003,0.003,0.003,0.002,0.002,0.003
171,0.002,0.003,0.003,0.003,0.003,0.004,0.003,0.003,0.003,0.004,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.003,0.002,0.001,0.003,0.004,0.004,0.002,0.002,0.003,0.003,0.002,0.003,0.002,0.002
172,0.003,0.002,0.003,0.003,0.003,0.002,0.003,0.003,0.003,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.002,0.002,0.003,0.002,0.001,0.002,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.003
173,0.002,0.002,0.003,0.002,0.005,0.005,0.002,0.003,0.003,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.003,0.002,0.003,0.003,0.002,0.003,0.002,0.003,0.004,0.003,0.001,0.002,0.002,0.003,0.002,0.002,0.003,0.002,0.003,0.003,0.003,0.002,0.004
174,0.001,0.004,0.002,0.004,0.003,0.002,0.002,0.003,0.003,0.003,0.001,0.002,0.003,0.002,0.003,0.003,0.002,0.002,0.003,0.002,0.002,0.003,0.004,0.003,0.003,0.002,0.002,0.002,0.002,0.003,0.004,0.002,0.003,0.002,0.003,0.003,0.002,0.003,0.002,0.003
175,0.002,0.002,0.002,0.002,0.002,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.003,0.003,0.003,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.001,0.001,0.002,0.003,0.002,0.003,0.002,0.002,0.003,0.002,0.003,0.003,0.003
176,0.002,0.002,0.002,0.002,0.003,0.002,0.003,0.004,0.003,0.003,0.002,0.003,0.002,0.003,0.003,0.003,0.002,0.003,0.003,0.003,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.003,0.002,0.003,0.003,0.002,0.002,0.003,0.002,0.003,0.003,0.003,0.003,0.003
177,0.002,0.002,0.002,0.003,0.003,0.002,0.003,0.002,0.003,0.005,0.002,0.002,0.002,0.002,0.003,0.003,0.002,0.005,0.002,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.003,0.001,0.002,0.003,0.002,0.002,0.002,0.003,0.003,0.002,0.003,0.003,0.003,0.003
178,0.002,0.004,0.003,0.004,0.003,0.002,0.003,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.002,0.004,0.002,0.003,0.004,0.003,0.002,0.004,0.002,0.002,0.002,0.005
179,0.002,0.002,0.003,0.002,0.003,0.002,0.003,0.003,0.003,0.003,0.002,0.004,0.003,0.002,0.003,0.003,0.002,0.002,0.002,0.004,0.003,0.003,0.004,0.003,0.002,0.004,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.004,0.004,0.003,0.003,0.003
180,0.002,0.003,0.003,0.004,0.004,0.002,0.003,0.004,0.002,0.003,0.002,0.003,0.003,0.002,0.003,0.002,0.003,0.003,0.003,0.003,0.002,0.003,0.003,0.004,0.002,0.003,0.002,0.001,0.003,0.002,0.002,0.001,0.003,0.003,0.002,0.002,0.002,0.003,0.002,0.003
181,0.002,0.002,0.003,0.003,0.003,0.003,0.002,0.003,0.002,0.002,0.002,0.003,0.003,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.003,0.003,0.002,0.003,0.003,0.003,0.002,0.002,0.002,0.003,0.004,0.003,0.002,0.003,0.004,0.002,0.003,0.003,0.004
