kbcached,client01,client02,client03,client04
0,707464.0,1104080.0,1256996.0,1462816.0
1,707688.0,1104288.0,1257176.0,1462832.0
2,707852.0,1104360.0,1257308.0,1462952.0
3,708016.0,1104520.0,1257452.0,1463148.0
4,708184.0,1104628.0,1257508.0,1463280.0
5,708280.0,1104772.0,1257648.0,1463404.0
6,708508.0,1104944.0,1257776.0,1463540.0
7,708676.0,1105112.0,1257856.0,1463636.0
8,708820.0,1105140.0,1257988.0,1463808.0
9,708908.0,1105308.0,1258112.0,1463940.0
10,709184.0,1105384.0,1258252.0,1464068.0
11,709332.0,1105520.0,1258380.0,1464196.0
12,709460.0,1105724.0,1258512.0,1464328.0
13,709652.0,1105816.0,1258644.0,1464460.0
14,709844.0,1105960.0,1258832.0,1464592.0
15,709956.0,1106132.0,1258964.0,1464720.0
16,710128.0,1106336.0,1259040.0,1464852.0
17,710228.0,1106480.0,1259176.0,1464984.0
18,710460.0,1106556.0,1259364.0,1465116.0
19,710552.0,1106688.0,1259496.0,1465220.0
20,710732.0,1106776.0,1259600.0,1465352.0
21,710848.0,1107016.0,1259756.0,1465552.0
22,711004.0,1107124.0,1259884.0,1465688.0
23,711208.0,1107292.0,1260020.0,1465816.0
24,711304.0,1107256.0,1260152.0,1465948.0
25,711560.0,1107412.0,1260284.0,1466036.0
26,711692.0,1107544.0,1260412.0,1466136.0
27,711884.0,1107724.0,1260548.0,1466276.0
28,711996.0,1107848.0,1260680.0,1466408.0
29,712196.0,1108036.0,1260796.0,1466532.0
30,712356.0,1108116.0,1260868.0,1466664.0
31,712532.0,1108256.0,1261000.0,1466796.0
32,712668.0,1108448.0,1261136.0,1466928.0
33,712852.0,1108596.0,1261264.0,1467060.0
34,712988.0,1108600.0,1261348.0,1467188.0
35,713148.0,1108760.0,1261472.0,1467320.0
36,713320.0,1108924.0,1261616.0,1467452.0
37,713512.0,1109008.0,1261748.0,1467584.0
38,713660.0,1109148.0,1261880.0,1467712.0
39,713768.0,1109180.0,1262024.0,1467840.0
40,713892.0,1109552.0,1262136.0,1467972.0
41,714064.0,1109620.0,1262268.0,1468096.0
42,714208.0,1109688.0,1262452.0,1468284.0
43,714380.0,1109856.0,1262532.0,1468416.0
44,714568.0,1110080.0,1262712.0,1468544.0
45,714700.0,1110232.0,1262844.0,1468676.0
46,714924.0,1110364.0,1262980.0,1468768.0
47,715028.0,1110456.0,1263108.0,1468932.0
48,715204.0,1110596.0,1263168.0,1469012.0
49,715368.0,1110648.0,1263300.0,1469160.0
50,715548.0,1110844.0,1263436.0,1469260.0
51,715752.0,1110940.0,1263640.0,1469480.0
52,715876.0,1111080.0,1263712.0,1469540.0
53,716040.0,1111260.0,1263768.0,1469668.0
54,716200.0,1111372.0,1263960.0,1469800.0
55,716352.0,1111480.0,1264040.0,1469904.0
56,716472.0,1111564.0,1264224.0,1470008.0
57,716648.0,1111752.0,1264356.0,1470196.0
58,716776.0,1111900.0,1264360.0,1470324.0
59,717040.0,1112004.0,1264616.0,1470456.0
60,717228.0,1112228.0,1264752.0,1470588.0
61,717240.0,1112224.0,1264828.0,1470664.0
62,717408.0,1112500.0,1265012.0,1470796.0
63,717640.0,1112564.0,1265088.0,1470924.0
64,717740.0,1112684.0,1265220.0,1471056.0
65,717892.0,1112732.0,1265356.0,1471188.0
66,718116.0,1112988.0,1265536.0,1471316.0
67,718288.0,1113112.0,1265676.0,1471440.0
68,718412.0,1113196.0,1265804.0,1471568.0
69,718564.0,1113320.0,1265936.0,1471708.0
70,718776.0,1113524.0,1266068.0,1471844.0
71,718952.0,1113604.0,1266132.0,1471972.0
72,719104.0,1113808.0,1266280.0,1472104.0
73,719220.0,1113880.0,1266388.0,1472176.0
74,719384.0,1114024.0,1266596.0,1472420.0
75,719548.0,1114276.0,1266664.0,1472552.0
76,719728.0,1114360.0,1266732.0,1472612.0
77,719892.0,1114420.0,1266884.0,1472744.0
78,720108.0,1114552.0,1267008.0,1472876.0
79,720184.0,1114636.0,1267140.0,1473008.0
80,720288.0,1114832.0,1267272.0,1473140.0
81,720540.0,1114976.0,1267440.0,1473264.0
82,720604.0,1115024.0,1267576.0,1473444.0
83,720784.0,1115164.0,1267668.0,1473448.0
84,721004.0,1115296.0,1267740.0,1473684.0
85,721100.0,1115464.0,1267948.0,1473840.0
86,721304.0,1115652.0,1268032.0,1473972.0
87,721432.0,1115772.0,1268144.0,1474100.0
88,721592.0,1115904.0,1268368.0,1474232.0
89,721764.0,1116060.0,1268500.0,1474368.0
90,721920.0,1116172.0,1268616.0,1474496.0
91,722128.0,1116264.0,1268760.0,1474624.0
92,722252.0,1116432.0,1268892.0,1474752.0
93,722420.0,1116488.0,1269004.0,1474876.0
94,722584.0,1116632.0,1269152.0,1474948.0
95,722744.0,1116896.0,1269160.0,1475148.0
96,722976.0,1117080.0,1269300.0,1475280.0
97,723084.0,1117140.0,1269432.0,1475352.0
98,723280.0,1117304.0,1269568.0,1475480.0
99,723464.0,1117432.0,1269728.0,1475620.0
100,723600.0,1117548.0,1269876.0,1475760.0
101,723664.0,1117624.0,1270008.0,1475908.0
102,723796.0,1117712.0,1270128.0,1476040.0
103,723996.0,1117872.0,1270276.0,1476164.0
104,724204.0,1117976.0,1270408.0,1476304.0
105,724308.0,1118084.0,1270520.0,1476436.0
106,724528.0,1118240.0,1270668.0,1476564.0
107,724692.0,1118312.0,1270800.0,1476676.0
108,724808.0,1118548.0,1270916.0,1476780.0
109,725004.0,1118648.0,1271032.0,1476960.0
110,725184.0,1118664.0,1271136.0,1477092.0
111,725352.0,1118928.0,1271192.0,1477236.0
112,725516.0,1118936.0,1271424.0,1477368.0
113,725652.0,1119208.0,1271552.0,1477492.0
114,725812.0,1119204.0,1271684.0,1477576.0
115,725944.0,1119480.0,1271780.0,1477736.0
116,726144.0,1119740.0,1271856.0,1477892.0
117,726276.0,1119752.0,1271988.0,1478020.0
118,726496.0,1119948.0,1272176.0,1478144.0
119,726548.0,1120132.0,1272308.0,1478280.0
120,726800.0,1120260.0,1272400.0,1478412.0
121,726936.0,1120348.0,1272528.0,1478416.0
122,727132.0,1120472.0,1272672.0,1478620.0
123,727284.0,1120520.0,1272800.0,1478752.0
124,727344.0,1120708.0,1272900.0,1478880.0
125,727508.0,1120788.0,1273056.0,1478996.0
126,727668.0,1120988.0,1273128.0,1479124.0
127,727852.0,1121176.0,1273328.0,1479260.0
128,727988.0,1121316.0,1273424.0,1479380.0
129,728184.0,1121312.0,1273580.0,1479520.0
130,728332.0,1121308.0,1273728.0,1479616.0
131,728516.0,1121576.0,1273844.0,1479748.0
132,728680.0,1121588.0,1273980.0,1479912.0
133,728820.0,1121864.0,1274112.0,1480032.0
134,729004.0,1122116.0,1274244.0,1480116.0
135,729160.0,1122144.0,1274384.0,1480300.0
136,729320.0,1122264.0,1274504.0,1480428.0
137,729512.0,1122284.0,1274652.0,1480560.0
138,729664.0,1122556.0,1274760.0,1480684.0
139,729828.0,1122552.0,1274896.0,1480820.0
140,729992.0,1122824.0,1275028.0,1480948.0
141,730036.0,1122816.0,1275152.0,1481080.0
142,730200.0,1123148.0,1275296.0,1481260.0
143,730400.0,1123308.0,1275472.0,1481384.0
144,730564.0,1123444.0,1275556.0,1481520.0
145,730720.0,1123448.0,1275676.0,1481648.0
146,730884.0,1123640.0,1275740.0,1481712.0
147,731080.0,1123840.0,1275884.0,1481908.0
148,731184.0,1123980.0,1276040.0,1482000.0
149,731356.0,1124108.0,1276176.0,1482056.0
150,731520.0,1124252.0,1276196.0,1482180.0
151,731684.0,1124320.0,1276460.0,1482352.0
152,731864.0,1124460.0,1276520.0,1482436.0
153,732000.0,1124580.0,1276720.0,1482576.0
154,732168.0,1124640.0,1276780.0,1482748.0
155,732344.0,1124924.0,1276976.0,1482876.0
156,732504.0,1125056.0,1277020.0,1482984.0
157,732672.0,1125220.0,1277208.0,1483080.0
158,732888.0,1125352.0,1277300.0,1483232.0
159,732992.0,1125424.0,1277364.0,1483400.0
160,733208.0,1125568.0,1277528.0,1483536.0
161,733332.0,1125752.0,1277744.0,1483716.0
162,733504.0,1125892.0,1277900.0,1483844.0
163,733572.0,1125908.0,1278004.0,1483964.0
164,733752.0,1126032.0,1278140.0,1484100.0
165,734036.0,1126040.0,1278264.0,1484236.0
166,734088.0,1126356.0,1278324.0,1484296.0
167,734256.0,1126432.0,1278464.0,1484496.0
168,734364.0,1126648.0,1278600.0,1484612.0
169,734432.0,1126772.0,1278716.0,1484756.0
170,734964.0,1126920.0,1278844.0,1484820.0
171,735176.0,1126992.0,1278976.0,1485008.0
172,735344.0,1127140.0,1279108.0,1485160.0
173,735508.0,1127228.0,1279236.0,1485208.0
174,735664.0,1127404.0,1279300.0,1485348.0
175,735780.0,1127492.0,1279544.0,1485484.0
176,735956.0,1127688.0,1279560.0,1485612.0
177,736112.0,1127700.0,1279764.0,1485748.0
178,736316.0,1127972.0,1279828.0,1485868.0
179,736436.0,1127968.0,1280036.0,1486004.0
180,736600.0,1128104.0,1280084.0,1486136.0
181,736664.0,1128244.0,1280284.0,1486264.0
182,736932.0,1128500.0,1280344.0,1486392.0
183,737116.0,1128508.0,1280400.0,1486512.0
184,737308.0,1128708.0,1280620.0,1486652.0
185,737420.0,1128816.0,1280712.0,1486784.0
186,737476.0,1128968.0,1280912.0,1486916.0
187,737696.0,1129096.0,1281112.0,1487044.0
188,737808.0,1129304.0,1281188.0,1487140.0
189,737976.0,1129368.0,1281376.0,1487268.0
190,738188.0,1129584.0,1281508.0,1487396.0
191,738288.0,1129632.0,1281544.0,1487564.0
192,738460.0,1129848.0,1281668.0,1487692.0
193,738620.0,1129904.0,1281828.0,1487816.0
194,738784.0,1130120.0,1281936.0,1487900.0
195,738956.0,1130200.0,1282096.0,1488024.0
196,739160.0,1130392.0,1282176.0,1488140.0
197,739292.0,1130540.0,1282320.0,1488276.0
198,739488.0,1130672.0,1282368.0,1488392.0
199,739656.0,1130808.0,1282512.0,1488536.0
200,739768.0,1130944.0,1282648.0,1488664.0
201,739924.0,1131072.0,1282836.0,1488844.0
202,740124.0,1131140.0,1282960.0,1488972.0
203,740308.0,1131356.0,1283100.0,1489068.0
204,740396.0,1131412.0,1283228.0,1489212.0
205,740552.0,1131476.0,1283364.0,1489364.0
206,740688.0,1131676.0,1283492.0,1489496.0
207,740820.0,1131756.0,1283624.0,1489620.0
208,741036.0,1131960.0,1283740.0,1489748.0
209,741216.0,1132016.0,1283896.0,1489888.0
210,741380.0,1132240.0,1284016.0,1490016.0
211,741476.0,1132280.0,1284016.0,1490148.0
212,741644.0,1132460.0,1284324.0,1490276.0
213,741804.0,1132472.0,1284420.0,1490404.0
214,741968.0,1132736.0,1284548.0,1490484.0
215,742128.0,1132992.0,1284684.0,1490672.0
216,742324.0,1132992.0,1284748.0,1490796.0
217,742464.0,1133140.0,1284900.0,1490924.0
218,742624.0,1133220.0,1285008.0,1491048.0
219,742784.0,1133428.0,1285124.0,1491180.0
220,742948.0,1133684.0,1285268.0,1491320.0
221,743108.0,1133808.0,1285440.0,1491424.0
222,743284.0,1133868.0,1285580.0,1491556.0
223,743448.0,1134012.0,1285648.0,1491680.0
224,743648.0,1134144.0,1285836.0,1491820.0
225,743776.0,1134352.0,1285960.0,1491944.0
226,743984.0,1134356.0,1286096.0,1492068.0
227,744088.0,1134468.0,1286220.0,1492208.0
228,744256.0,1134656.0,1286360.0,1492332.0
229,744336.0,1134732.0,1286488.0,1492472.0
230,744548.0,1134936.0,1286620.0,1492604.0
231,744704.0,1135004.0,1286620.0,1492744.0
232,744816.0,1135196.0,1286884.0,1492880.0
233,745032.0,1135280.0,1286940.0,1493000.0
234,745140.0,1135388.0,1287088.0,1493132.0
235,745312.0,1135648.0,1287200.0,1493268.0
236,745492.0,1135720.0,1287404.0,1493396.0
237,745668.0,1135784.0,1287456.0,1493528.0
238,745832.0,1135940.0,1287668.0,1493652.0
239,745968.0,1136124.0,1287796.0,1493792.0
240,746148.0,1136324.0,1287840.0,1493920.0
241,746280.0,1136400.0,1287936.0,1494048.0
242,746460.0,1136532.0,1288072.0,1494180.0
243,746680.0,1136624.0,1288196.0,1494232.0
244,746784.0,1136804.0,1288328.0,1494368.0
245,746972.0,1136820.0,1288480.0,1494444.0
246,747108.0,1137004.0,1288608.0,1494600.0
247,747196.0,1137092.0,1288728.0,1494708.0
248,747432.0,1137284.0,1288904.0,1494884.0
249,747636.0,1137356.0,1289036.0,1495020.0
250,747700.0,1137560.0,1289172.0,1495148.0
251,747856.0,1137628.0,1289300.0,1495272.0
252,747992.0,1137824.0,1289428.0,1495408.0
253,748156.0,1137836.0,1289564.0,1495528.0
254,748320.0,1138000.0,1289696.0,1495632.0
255,748492.0,1138220.0,1289832.0,1495760.0
256,748716.0,1138272.0,1289836.0,1495932.0
257,748816.0,1138496.0,1290092.0,1496064.0
258,749004.0,1138556.0,1290224.0,1496184.0
259,749172.0,1138756.0,1290352.0,1496296.0
260,749340.0,1138828.0,1290480.0,1496428.0
261,749472.0,1139036.0,1290616.0,1496632.0
262,749632.0,1139088.0,1290744.0,1496760.0
263,749864.0,1139304.0,1290876.0,1496884.0
264,750024.0,1139364.0,1291008.0,1497020.0
265,750128.0,1139580.0,1291132.0,1497148.0
266,750292.0,1139640.0,1291276.0,1497284.0
267,750500.0,1139796.0,1291408.0,1497356.0
268,750620.0,1139916.0,1291468.0,1497484.0
269,750788.0,1140120.0,1291592.0,1497672.0
270,750908.0,1140192.0,1291724.0,1497800.0
271,751064.0,1140396.0,1291804.0,1497864.0
272,751168.0,1140508.0,1291980.0,1498064.0
273,751336.0,1140628.0,1292048.0,1498116.0
274,751512.0,1140696.0,1292252.0,1498256.0
275,751688.0,1140904.0,1292312.0,1498384.0
276,751840.0,1140972.0,1292516.0,1498516.0
277,751996.0,1141180.0,1292560.0,1498648.0
278,752208.0,1141256.0,1292724.0,1498768.0
279,752376.0,1141368.0,1292848.0,1498908.0
280,752504.0,1141476.0,1292912.0,1498988.0
281,752656.0,1141672.0,1293116.0,1499220.0
282,752812.0,1141672.0,1293260.0,1499348.0
283,753044.0,1141896.0,1293304.0,1499468.0
284,753152.0,1141964.0,1293528.0,1499604.0
285,753312.0,1142188.0,1293588.0,1499744.0
286,753516.0,1142260.0,1293712.0,1499868.0
287,753600.0,1142516.0,1293904.0,1499940.0
288,753800.0,1142608.0,1293960.0,1500120.0
289,753872.0,1142792.0,1294144.0,1500252.0
290,754148.0,1142872.0,1294308.0,1500392.0
291,754220.0,1143068.0,1294368.0,1500532.0
292,754344.0,1143144.0,1294536.0,1500668.0
293,754552.0,1143348.0,1294680.0,1500788.0
294,754676.0,1143524.0,1294772.0,1500928.0
295,754884.0,1143600.0,1294900.0,1501056.0
296,755068.0,1143672.0,1295072.0,1501180.0
297,755224.0,1143860.0,1295236.0,1501240.0
298,755396.0,1144004.0,1295372.0,1501360.0
299,755532.0,1144204.0,1295424.0,1501468.0
300,755716.0,1144228.0,1295548.0,1501584.0
301,755828.0,1144356.0,1295700.0,1501736.0
302,755988.0,1144436.0,1295804.0,1501828.0
303,756156.0,1144644.0,1295944.0,1501996.0
304,756380.0,1144716.0,1296028.0,1502160.0
305,756484.0,1144888.0,1296208.0,1502284.0
306,756644.0,1144896.0,1296212.0,1502408.0
307,756796.0,1145172.0,1296512.0,1502552.0
308,757012.0,1145252.0,1296532.0,1502672.0
309,757152.0,1145440.0,1296608.0,1502812.0
310,757316.0,1145440.0,1296788.0,1502940.0
311,757372.0,1145664.0,1297000.0,1503068.0
312,757624.0,1145820.0,1297156.0,1503200.0
313,757720.0,1145988.0,1297248.0,1503312.0
314,757880.0,1146048.0,1297380.0,1503448.0
315,758024.0,1146212.0,1297440.0,1503576.0
316,758192.0,1146400.0,1297576.0,1503716.0
317,758344.0,1146580.0,1297720.0,1503852.0
318,758564.0,1146660.0,1297832.0,1503968.0
319,758700.0,1146800.0,1297984.0,1504108.0
320,758888.0,1146808.0,1298104.0,1504240.0
321,759132.0,1147024.0,1298228.0,1504416.0
322,759300.0,1147168.0,1298340.0,1504544.0
323,759468.0,1147276.0,1298464.0,1504572.0
324,759656.0,1147344.0,1298600.0,1504696.0
325,759816.0,1147548.0,1298732.0,1504864.0
326,759980.0,1147620.0,1298860.0,1504968.0
327,760104.0,1147856.0,1298992.0,1505128.0
328,760280.0,1147940.0,1299124.0,1505256.0
329,760452.0,1148116.0,1299264.0,1505392.0
330,760616.0,1148196.0,1299460.0,1505520.0
331,760796.0,1148376.0,1299588.0,1505648.0
332,760952.0,1148452.0,1299716.0,1505776.0
333,761096.0,1148648.0,1299736.0,1505900.0
334,761184.0,1148728.0,1299948.0,1505968.0
335,761324.0,1148896.0,1300100.0,1506168.0
336,761524.0,1148952.0,1300184.0,1506300.0
337,761656.0,1149156.0,1300328.0,1506428.0
338,761844.0,1149380.0,1300460.0,1506552.0
339,761984.0,1149436.0,1300600.0,1506692.0
340,762176.0,1149576.0,1300692.0,1506816.0
341,762312.0,1149792.0,1300852.0,1506996.0
342,762500.0,1149916.0,1300852.0,1507124.0
343,762668.0,1150004.0,1301108.0,1507248.0
344,762832.0,1150140.0,1301184.0,1507364.0
345,763024.0,1150188.0,1301368.0,1507480.0
346,763152.0,1150464.0,1301448.0,1507576.0
347,763288.0,1150524.0,1301560.0,1507652.0
348,763472.0,1150612.0,1301640.0,1507856.0
349,763688.0,1150816.0,1301824.0,1507912.0
350,763852.0,1150936.0,1301896.0,1508080.0
351,763956.0,1151072.0,1302080.0,1508240.0
352,764128.0,1151200.0,1302160.0,1508376.0
353,764296.0,1151284.0,1302340.0,1508496.0
354,764456.0,1151424.0,1302480.0,1508632.0
355,764524.0,1151620.0,1302484.0,1508764.0
356,764728.0,1151696.0,1302732.0,1508892.0
357,764832.0,1151888.0,1302876.0,1509032.0
358,764996.0,1152028.0,1302880.0,1509148.0
359,765160.0,1152164.0,1303136.0,1509284.0
360,765372.0,1152232.0,1303140.0,1509420.0
361,765488.0,1152440.0,1303384.0,1509548.0
362,765668.0,1152560.0,1303520.0,1509680.0
363,765820.0,1152704.0,1303648.0,1509804.0
364,765988.0,1152792.0,1303780.0,1509936.0
365,766144.0,1152916.0,1303840.0,1510064.0
366,766296.0,1153060.0,1303968.0,1510200.0
367,766464.0,1153136.0,1304108.0,1510332.0
368,766628.0,1153332.0,1304232.0,1510452.0
369,766872.0,1153528.0,1304364.0,1510588.0
370,767032.0,1153528.0,1304496.0,1510720.0
371,767176.0,1153724.0,1304628.0,1510804.0
372,767344.0,1153796.0,1304816.0,1510924.0
373,767492.0,1153940.0,1304820.0,1510976.0
374,767536.0,1154208.0,1305020.0,1511116.0
375,767652.0,1154280.0,1305088.0,1511268.0
376,767968.0,1154480.0,1305288.0,1511432.0
377,768016.0,1154484.0,1305396.0,1511560.0
378,768240.0,1154676.0,1305536.0,1511680.0
379,768384.0,1154732.0,1305596.0,1511800.0
380,768556.0,1154864.0,1305808.0,1511892.0
381,768664.0,1155084.0,1305920.0,1512132.0
382,768832.0,1155204.0,1306064.0,1512236.0
383,769016.0,1155280.0,1306192.0,1512324.0
384,769160.0,1155356.0,1306252.0,1512496.0
385,769320.0,1155536.0,1306308.0,1512644.0
386,769544.0,1155676.0,1306524.0,1512780.0
387,769644.0,1155796.0,1306764.0,1512908.0
388,769820.0,1155900.0,1306844.0,1513024.0
389,770040.0,1156172.0,1306976.0,1513096.0
390,770148.0,1156220.0,1307036.0,1513224.0
391,770360.0,1156364.0,1307252.0,1513360.0
392,770460.0,1156564.0,1307312.0,1513492.0
393,770560.0,1156636.0,1307440.0,1513608.0
394,770700.0,1156844.0,1307616.0,1513816.0
395,770904.0,1156896.0,1307708.0,1513948.0
396,771172.0,1157076.0,1307836.0,1514080.0
397,771284.0,1157236.0,1307960.0,1514208.0
398,771360.0,1157304.0,1308148.0,1514260.0
399,771576.0,1157448.0,1308276.0,1514392.0