kbdirty,client01,client02,client03,client04
0,2492.0,2332.0,2316.0,2404.0
1,2704.0,2532.0,2496.0,2420.0
2,2868.0,2604.0,2628.0,2548.0
3,3032.0,2772.0,2772.0,2736.0
4,3196.0,2876.0,2836.0,2868.0
5,3300.0,3012.0,2968.0,2992.0
6,3520.0,3188.0,3096.0,3128.0
7,3688.0,3340.0,3128.0,100.0
8,3768.0,3340.0,3260.0,436.0
9,3852.0,3508.0,3392.0,700.0
10,4132.0,3592.0,3524.0,944.0
11,4280.0,3736.0,3652.0,1072.0
12,4408.0,3944.0,3780.0,1204.0
13,1956.0,4044.0,3912.0,1336.0
14,2256.0,4128.0,4100.0,1468.0
15,2476.0,4292.0,4232.0,1596.0
16,2660.0,4496.0,4308.0,1728.0
17,2756.0,192.0,96.0,1860.0
18,924.0,428.0,436.0,1992.0
19,1088.0,716.0,700.0,2096.0
20,1332.0,916.0,940.0,2228.0
21,1504.0,1168.0,1160.0,2432.0
22,1656.0,1280.0,1288.0,2568.0
23,1880.0,1456.0,1424.0,2696.0
24,1976.0,1456.0,1556.0,2828.0
25,2240.0,1600.0,1688.0,2916.0
26,2364.0,1732.0,1816.0,3016.0
27,2556.0,1884.0,1952.0,3156.0
28,2668.0,2004.0,2084.0,3288.0
29,2860.0,2200.0,2200.0,3412.0
30,3024.0,2284.0,2272.0,3544.0
31,3192.0,2420.0,2404.0,3676.0
32,3328.0,2612.0,2540.0,124.0
33,3512.0,2752.0,2668.0,408.0
34,3648.0,2756.0,2752.0,668.0
35,3816.0,2916.0,2876.0,916.0
36,3980.0,3088.0,3020.0,1048.0
37,4172.0,3156.0,3152.0,1184.0
38,4320.0,3304.0,3284.0,1320.0
39,4428.0,3344.0,3428.0,1448.0
40,4556.0,3708.0,3540.0,1580.0
41,4720.0,3784.0,3672.0,1708.0
42,4856.0,3856.0,3804.0,1896.0
43,52.0,3980.0,3884.0,2028.0
44,428.0,4220.0,4064.0,2156.0
45,732.0,4368.0,4196.0,2288.0
46,1028.0,4508.0,4332.0,2380.0
47,1132.0,4568.0,4472.0,2544.0
48,1308.0,4692.0,4532.0,2624.0
49,1464.0,4752.0,4664.0,2772.0
50,1652.0,4940.0,4800.0,2872.0
51,1848.0,5044.0,5004.0,3092.0
52,1972.0,640.0,152.0,3152.0
53,2140.0,328.0,352.0,3280.0
54,2300.0,576.0,676.0,3412.0
55,2456.0,728.0,876.0,3516.0
56,2560.0,956.0,1060.0,3620.0
57,2736.0,1156.0,1204.0,3808.0
58,2864.0,1308.0,1208.0,3936.0
59,3128.0,1424.0,1464.0,4068.0
60,3324.0,1636.0,1600.0,4200.0
61,3328.0,1636.0,1676.0,4276.0
62,3492.0,1916.0,1860.0,4192.0
63,3720.0,1972.0,1936.0,4340.0
64,3820.0,2108.0,2068.0,4476.0
65,3980.0,2144.0,2204.0,4612.0
66,4196.0,2404.0,2384.0,4740.0
67,4364.0,2512.0,2520.0,300.0
68,28.0,2604.0,2648.0,492.0
69,328.0,2736.0,2792.0,820.0
70,648.0,2936.0,2924.0,1008.0
71,968.0,3012.0,2988.0,1136.0
72,1144.0,3228.0,3136.0,1208.0
73,1300.0,3292.0,3244.0,1280.0
74,1468.0,3444.0,3452.0,1524.0
75,1636.0,3692.0,3520.0,1656.0
76,1804.0,3772.0,3588.0,1716.0
77,1968.0,3832.0,3704.0,1864.0
78,2176.0,3936.0,3828.0,1996.0
79,2248.0,4028.0,3960.0,2128.0
80,2360.0,4228.0,4092.0,2260.0
81,2612.0,4372.0,4260.0,2388.0
82,2672.0,4216.0,4264.0,2564.0
83,2848.0,4380.0,4364.0,2572.0
84,3068.0,4520.0,4444.0,2808.0
85,3172.0,4680.0,4656.0,2964.0
86,3368.0,4868.0,4740.0,3096.0
87,3496.0,76.0,144.0,3224.0
88,3656.0,380.0,432.0,3356.0
89,3820.0,676.0,760.0,3492.0
90,3984.0,848.0,1008.0,3620.0
91,4184.0,1000.0,1152.0,3748.0
92,4308.0,1172.0,1284.0,3836.0
93,4472.0,1232.0,1396.0,3980.0
94,4636.0,1388.0,1544.0,4044.0
95,4804.0,1640.0,1552.0,4244.0
96,5020.0,1828.0,1692.0,4376.0
97,5128.0,1876.0,1816.0,4260.0
98,3876.0,2052.0,1964.0,4400.0
99,3676.0,2188.0,2124.0,4536.0
100,3876.0,2300.0,2272.0,4680.0
101,3932.0,2380.0,2404.0,4828.0
102,4112.0,2472.0,2528.0,240.0
103,752.0,2624.0,2676.0,512.0
104,800.0,2736.0,2808.0,776.0
105,1024.0,2840.0,2920.0,1028.0
106,1260.0,2996.0,3068.0,1156.0
107,1428.0,3064.0,3200.0,1260.0
108,1584.0,3300.0,3316.0,1372.0
109,1760.0,3408.0,3432.0,1544.0
110,1948.0,3416.0,3536.0,1676.0
111,2108.0,3684.0,3592.0,1820.0
112,2272.0,3696.0,3792.0,1844.0
113,2412.0,3948.0,3920.0,1976.0
114,2572.0,3952.0,4052.0,2052.0
115,2708.0,4220.0,4148.0,2212.0
116,2904.0,4488.0,4224.0,2368.0
117,3036.0,2536.0,4156.0,2508.0
118,3252.0,2096.0,4356.0,2640.0
119,3304.0,2452.0,4496.0,2768.0
120,3556.0,2644.0,4592.0,2900.0
121,3696.0,2740.0,4720.0,2904.0
122,3888.0,740.0,124.0,3100.0
123,4036.0,844.0,392.0,3240.0
124,4096.0,1100.0,620.0,3360.0
125,4260.0,1228.0,856.0,3476.0
126,4420.0,1432.0,976.0,3604.0
127,4604.0,1608.0,1180.0,3716.0
128,0.0,1736.0,1276.0,3852.0
129,48.0,1744.0,1432.0,3984.0
130,644.0,1744.0,1580.0,4080.0
131,900.0,2012.0,1696.0,4212.0
132,1120.0,2020.0,1840.0,4180.0
133,1308.0,2300.0,1972.0,4320.0
134,1492.0,2568.0,2104.0,4400.0
135,1648.0,2580.0,2248.0,4588.0
136,1800.0,2708.0,2364.0,4716.0
137,1992.0,2724.0,2512.0,168.0
138,2144.0,2996.0,2620.0,436.0
139,2308.0,2996.0,2756.0,700.0
140,2472.0,3264.0,2888.0,944.0
141,2516.0,3264.0,3012.0,1076.0
142,2676.0,3596.0,3120.0,1264.0
143,2868.0,3748.0,3296.0,1396.0
144,3032.0,3888.0,3380.0,1524.0
145,3188.0,3888.0,3500.0,1652.0
146,3352.0,4088.0,3564.0,1716.0
147,3548.0,4280.0,3712.0,1904.0
148,3640.0,4420.0,3868.0,2004.0
149,3804.0,4552.0,4004.0,2052.0
150,3968.0,4692.0,4024.0,2176.0
151,4132.0,4768.0,4288.0,2348.0
152,4320.0,1892.0,4152.0,2432.0
153,836.0,2096.0,4380.0,2580.0
154,180.0,2176.0,4444.0,2752.0
155,624.0,2552.0,4652.0,2880.0
156,880.0,2692.0,4688.0,2988.0
157,1092.0,764.0,124.0,3100.0
158,1352.0,948.0,352.0,3252.0
159,1456.0,1080.0,544.0,3412.0
160,1672.0,1280.0,848.0,3548.0
161,1800.0,1468.0,1056.0,3728.0
162,1964.0,1612.0,1212.0,3820.0
163,2028.0,1624.0,1316.0,3952.0
164,2212.0,1752.0,1452.0,4084.0
165,2496.0,1760.0,1576.0,4220.0
166,2552.0,2080.0,1636.0,4280.0
167,2716.0,2148.0,1780.0,2104.0
168,2820.0,2344.0,1916.0,2308.0
169,3020.0,2476.0,2032.0,2452.0
170,3412.0,2616.0,2160.0,2592.0
171,3632.0,2696.0,2292.0,2848.0
172,3792.0,2844.0,2424.0,776.0
173,3960.0,2936.0,2552.0,892.0
174,4116.0,3120.0,2616.0,1092.0
175,4228.0,3204.0,2860.0,1276.0
176,4408.0,3408.0,2876.0,1404.0
177,4556.0,3416.0,3080.0,1552.0
178,416.0,3688.0,3144.0,1680.0
179,176.0,3692.0,3352.0,1808.0
180,412.0,3820.0,3400.0,1940.0
181,756.0,3968.0,3600.0,2068.0
182,1092.0,4224.0,3628.0,2196.0
183,1316.0,4224.0,3684.0,2324.0
184,1512.0,4428.0,3904.0,2456.0
185,1624.0,4532.0,3996.0,2588.0
186,1688.0,4692.0,4196.0,2720.0
187,1912.0,0.0,4196.0,2840.0
188,2020.0,240.0,4300.0,2944.0
189,2184.0,508.0,4504.0,3064.0
190,2396.0,848.0,4640.0,3192.0
191,2504.0,916.0,4676.0,3360.0
192,2668.0,664.0,56.0,3496.0
193,2828.0,780.0,304.0,3628.0
194,2988.0,1052.0,484.0,3704.0
195,3156.0,1184.0,836.0,3828.0
196,3364.0,1412.0,1028.0,3944.0
197,3488.0,1552.0,1172.0,4048.0
198,3684.0,1668.0,1220.0,4176.0
199,176.0,1808.0,1364.0,4312.0
200,472.0,1944.0,1500.0,4440.0
201,800.0,2076.0,1688.0,4624.0
202,1056.0,2144.0,1820.0,84.0
203,1272.0,2356.0,1952.0,296.0
204,1364.0,2416.0,2080.0,608.0
205,1520.0,2480.0,2216.0,888.0
206,1664.0,2684.0,2344.0,1072.0
207,1784.0,2756.0,2480.0,1196.0
208,2004.0,2940.0,2596.0,1332.0
209,2176.0,3004.0,2752.0,1476.0
210,2340.0,3220.0,2872.0,1604.0
211,2444.0,3268.0,2872.0,1736.0
212,2604.0,3448.0,3180.0,1864.0
213,2764.0,3464.0,3276.0,2000.0
214,2928.0,3732.0,3404.0,2072.0
215,3084.0,3984.0,3540.0,2260.0
216,3284.0,3992.0,3604.0,2384.0
217,3416.0,4128.0,3716.0,2516.0
218,3576.0,4216.0,3832.0,2648.0
219,3724.0,4432.0,3948.0,2772.0
220,3884.0,4680.0,4092.0,2912.0
221,4052.0,4812.0,4264.0,3016.0
222,4228.0,36.0,2324.0,3152.0
223,4388.0,336.0,2472.0,3284.0
224,168.0,608.0,2720.0,3416.0
225,476.0,940.0,2900.0,3540.0
226,840.0,1004.0,3092.0,3664.0
227,1016.0,1116.0,596.0,3792.0
228,1192.0,1304.0,740.0,3924.0
229,1304.0,1384.0,976.0,4056.0
230,1516.0,1584.0,1224.0,4188.0
231,1680.0,1660.0,1224.0,4328.0
232,1784.0,1856.0,1500.0,8.0
233,2000.0,1932.0,1556.0,292.0
234,2108.0,2052.0,1704.0,560.0
235,2276.0,2300.0,1816.0,824.0
236,2460.0,2380.0,2020.0,1004.0
237,2628.0,2436.0,2072.0,1168.0
238,2792.0,2576.0,2276.0,1300.0
239,2928.0,2768.0,2404.0,1432.0
240,3108.0,2960.0,2448.0,1560.0
241,3248.0,3044.0,2544.0,1688.0
242,3412.0,3176.0,2692.0,1820.0
243,3632.0,3264.0,2816.0,1880.0
244,8.0,3452.0,2948.0,2008.0
245,380.0,3460.0,3100.0,2084.0
246,688.0,3652.0,3228.0,2240.0
247,924.0,3732.0,3332.0,2348.0
248,1224.0,3908.0,3528.0,2532.0
249,1420.0,3988.0,3660.0,2660.0
250,1484.0,4184.0,3796.0,2788.0
251,1640.0,4264.0,3924.0,2912.0
252,1784.0,4464.0,4008.0,3048.0
253,1928.0,4480.0,4144.0,3176.0
254,2096.0,4652.0,4276.0,3272.0
255,2260.0,4864.0,4412.0,3400.0
256,2484.0,4924.0,4416.0,3572.0
257,2588.0,0.0,2308.0,3704.0
258,2776.0,108.0,2524.0,3832.0
259,2944.0,380.0,2656.0,3936.0
260,3112.0,656.0,2788.0,4068.0
261,3244.0,916.0,3036.0,4276.0
262,3408.0,1060.0,540.0,4412.0
263,3632.0,1272.0,800.0,4536.0
264,172.0,1332.0,1004.0,4664.0
265,300.0,1548.0,1212.0,4792.0
266,576.0,1612.0,1420.0,4928.0
267,948.0,1760.0,1556.0,0.0
268,1224.0,1880.0,1616.0,216.0
269,1404.0,2096.0,1740.0,548.0
270,1520.0,2156.0,1872.0,804.0
271,1676.0,2368.0,1952.0,936.0
272,1788.0,2484.0,2136.0,1220.0
273,1948.0,2592.0,2196.0,1280.0
274,2128.0,2668.0,2400.0,1412.0
275,2300.0,2868.0,2460.0,1540.0
276,2448.0,2944.0,2664.0,1672.0
277,2612.0,3136.0,2716.0,1808.0
278,2816.0,3204.0,2848.0,1936.0
279,2984.0,3324.0,2984.0,2068.0
280,3112.0,3424.0,3048.0,2148.0
281,3260.0,3628.0,3252.0,2380.0
282,3420.0,3632.0,3416.0,2512.0
283,3640.0,3848.0,3460.0,2640.0
284,3748.0,3924.0,3684.0,2768.0
285,3908.0,4140.0,3744.0,2908.0
286,4112.0,4216.0,3868.0,3032.0
287,4204.0,4468.0,4064.0,3112.0
288,4384.0,4544.0,4084.0,3292.0
289,104.0,4732.0,4268.0,3416.0
290,560.0,4808.0,4432.0,3556.0
291,548.0,5012.0,4492.0,3696.0
292,832.0,0.0,2708.0,3716.0
293,1168.0,280.0,2508.0,3844.0
294,1300.0,524.0,2664.0,3976.0
295,1500.0,732.0,2852.0,4104.0
296,1680.0,936.0,3076.0,4228.0
297,1844.0,1128.0,660.0,4300.0
298,2008.0,1276.0,784.0,4428.0
299,2144.0,1484.0,908.0,4528.0
300,2328.0,1500.0,1112.0,4644.0
301,2440.0,1636.0,1332.0,4796.0
302,2600.0,1720.0,1440.0,0.0
303,2760.0,1920.0,1580.0,272.0
304,2984.0,1996.0,1664.0,580.0
305,3088.0,2168.0,1844.0,832.0
306,3248.0,2176.0,1848.0,1008.0
307,3408.0,2440.0,2140.0,1168.0
308,3608.0,2528.0,2168.0,1296.0
309,3744.0,2724.0,2244.0,1428.0
310,3908.0,2724.0,2424.0,1556.0
311,3964.0,2940.0,2636.0,1684.0
312,4224.0,3108.0,2800.0,1824.0
313,4312.0,3268.0,2892.0,1944.0
314,4472.0,3336.0,3024.0,2072.0
315,196.0,3492.0,3084.0,2200.0
316,540.0,3680.0,3220.0,2340.0
317,864.0,3860.0,3364.0,2480.0
318,1192.0,3924.0,3464.0,2604.0
319,1328.0,4072.0,3616.0,2736.0
320,1516.0,4072.0,3736.0,2868.0
321,1644.0,4288.0,3860.0,3048.0
322,1812.0,4440.0,3984.0,3180.0
323,2000.0,4544.0,4108.0,3216.0
324,2188.0,4620.0,4244.0,3332.0
325,2348.0,4816.0,4376.0,3500.0
326,2512.0,4888.0,4504.0,3604.0
327,2644.0,4.0,2684.0,3768.0
328,2816.0,224.0,2428.0,3904.0
329,2980.0,468.0,2628.0,4032.0
330,3144.0,752.0,2888.0,4160.0
331,3324.0,988.0,3068.0,4288.0
332,3488.0,1100.0,604.0,4416.0
333,3628.0,1300.0,680.0,4416.0
334,3712.0,1380.0,968.0,4484.0
335,3848.0,1548.0,1204.0,4688.0
336,4044.0,1604.0,1356.0,4820.0
337,4184.0,1812.0,1508.0,384.0
338,4364.0,2036.0,1640.0,384.0
339,4504.0,2092.0,1780.0,652.0
340,156.0,2232.0,1872.0,900.0
341,476.0,2448.0,2032.0,1132.0
342,724.0,2584.0,2040.0,1276.0
343,1112.0,2664.0,2296.0,1408.0
344,1300.0,2800.0,2372.0,1516.0
345,1492.0,2856.0,2556.0,1632.0
346,1620.0,3124.0,2636.0,1728.0
347,1764.0,3184.0,2748.0,1808.0
348,1932.0,3272.0,2828.0,2012.0
349,2144.0,3476.0,3012.0,2060.0
350,2308.0,3600.0,3084.0,2228.0
351,2412.0,3732.0,3268.0,2388.0
352,2592.0,3868.0,3348.0,2532.0
353,2752.0,3944.0,3528.0,2544.0
354,2912.0,4084.0,3668.0,2672.0
355,2976.0,4280.0,3672.0,2804.0
356,3180.0,4356.0,3920.0,2932.0
357,3288.0,4408.0,4064.0,3088.0
358,3444.0,4536.0,4060.0,3212.0
359,3600.0,4680.0,4316.0,3340.0
360,3812.0,4760.0,4320.0,3476.0
361,3924.0,4960.0,4564.0,3604.0
362,4104.0,0.0,148.0,3736.0
363,4256.0,260.0,256.0,3732.0
364,4424.0,560.0,528.0,3864.0
365,236.0,744.0,720.0,3996.0
366,348.0,1008.0,964.0,4132.0
367,700.0,1076.0,1132.0,4272.0
368,1084.0,1292.0,1244.0,4400.0
369,1344.0,1488.0,1376.0,4528.0
370,1504.0,1496.0,1520.0,4660.0
371,1648.0,1688.0,1652.0,4744.0
372,1824.0,1768.0,1848.0,524.0
373,1976.0,1920.0,1852.0,140.0
374,2016.0,2188.0,2052.0,424.0
375,2128.0,2268.0,2120.0,700.0
376,2440.0,2460.0,2320.0,932.0
377,2496.0,2468.0,2428.0,1144.0
378,2712.0,2660.0,2568.0,1272.0
379,2856.0,2716.0,2628.0,1384.0
380,3028.0,2852.0,2840.0,1476.0
381,3132.0,3068.0,2952.0,1720.0
382,3304.0,3196.0,3096.0,1828.0
383,3480.0,3264.0,3224.0,1916.0
384,3624.0,3340.0,3284.0,2088.0
385,3784.0,3524.0,3340.0,2236.0
386,4004.0,3660.0,3556.0,2372.0
387,4112.0,0.0,3796.0,2504.0
388,4276.0,116.0,3876.0,2616.0
389,4492.0,556.0,4008.0,2680.0
390,4600.0,724.0,4068.0,2808.0
391,4812.0,984.0,4284.0,2944.0
392,4920.0,1192.0,4344.0,3084.0
393,5012.0,1284.0,4340.0,3208.0
394,5140.0,1492.0,4524.0,3408.0
395,3892.0,1552.0,4620.0,3540.0
396,3780.0,1724.0,4748.0,3672.0
397,3956.0,1892.0,308.0,3804.0
398,4076.0,1936.0,268.0,3716.0
399,4340.0,2080.0,524.0,3848.0