kbactive,aceph01,aceph02,aceph03,aceph04
0,2917232.0,2846392.0,2907300.0,2843636.0
1,2884868.0,2835988.0,2898064.0,2873800.0
2,2895844.0,2853836.0,2904380.0,2856784.0
3,2933792.0,2886160.0,2931556.0,2863180.0
4,2904828.0,2867680.0,2914568.0,2891808.0
5,2910916.0,2876320.0,2918952.0,2887120.0
6,2951636.0,2879872.0,2922768.0,2876676.0
7,2943288.0,2887360.0,2960460.0,2881376.0
8,2920016.0,2927500.0,2940388.0,2886580.0
9,2932672.0,2900056.0,2943504.0,2918212.0
10,2930144.0,2903436.0,2948444.0,2887516.0
11,2928204.0,2902544.0,2949996.0,2889356.0
12,2928672.0,2902544.0,2947408.0,2900716.0
13,2934852.0,2902520.0,2943392.0,2900448.0
14,2930436.0,2902392.0,2943432.0,2900596.0
15,2929420.0,2902948.0,2938944.0,2900780.0
16,2930156.0,2902912.0,2939784.0,2901492.0
17,2939460.0,2903560.0,2939556.0,2902616.0
18,2966164.0,2912516.0,2943160.0,2903248.0
19,2936620.0,2947740.0,2972308.0,2906432.0
20,2932684.0,2905560.0,2947632.0,2938840.0
21,2934568.0,2906876.0,2943488.0,2910604.0
22,2935112.0,2908328.0,2944212.0,2906672.0
23,2936800.0,2908736.0,2945196.0,2906932.0
24,2937580.0,2909420.0,2942440.0,2907656.0
25,2940276.0,2910360.0,2943000.0,2905136.0
26,2940536.0,2912504.0,2944596.0,2906292.0
27,2942492.0,2911936.0,2945328.0,2908024.0
28,2941500.0,2914548.0,2945240.0,2908552.0
29,2942900.0,2909364.0,2946716.0,2908688.0
30,2984164.0,2910592.0,2949604.0,2911676.0
31,2999492.0,2924116.0,2944724.0,2914624.0
32,2966452.0,2940356.0,2951744.0,2910084.0
33,2946552.0,2912036.0,2989632.0,2926592.0
34,2947396.0,2913268.0,2942864.0,2957160.0
35,2947648.0,2914980.0,2943024.0,2907200.0
36,2948116.0,2915428.0,2943448.0,2907500.0
37,2949888.0,2916088.0,2945288.0,2907796.0
38,2951528.0,2918288.0,2946424.0,2909476.0
39,2953080.0,2919784.0,2947264.0,2910088.0
40,2955280.0,2920420.0,2949412.0,2911980.0
41,2949612.0,2915288.0,2949992.0,2912432.0
42,2982344.0,2927688.0,2950612.0,2913876.0
43,2951780.0,2926744.0,2952312.0,2914532.0
44,2955216.0,2920164.0,2949384.0,2946828.0
45,2958756.0,2916872.0,2951692.0,2913288.0
46,2951788.0,2917908.0,2966100.0,2914380.0
47,2954540.0,2919692.0,3002124.0,2915924.0
48,2956280.0,2920496.0,2948688.0,2917552.0
49,2955572.0,2925540.0,2949416.0,2917732.0
50,2958604.0,2928888.0,2953444.0,2920400.0
51,2960508.0,2930648.0,2957348.0,2923044.0
52,2968532.0,2960740.0,2951032.0,2924588.0
53,3009064.0,2931440.0,2950640.0,2923768.0
54,2961100.0,2930084.0,2951516.0,2937572.0
55,2964532.0,2936268.0,2954440.0,2935272.0
56,2967048.0,2942212.0,2962868.0,2927020.0
57,2968788.0,2941964.0,2980604.0,2930580.0
58,2968848.0,2944276.0,2958880.0,2925608.0
59,2980160.0,2946116.0,2961404.0,2927780.0
60,2979748.0,2943028.0,2963328.0,2932148.0
61,3034700.0,2943172.0,2963368.0,2926380.0
62,2979684.0,2946416.0,2963868.0,2948300.0
63,2980024.0,2987120.0,2959660.0,2959056.0
64,2982136.0,2947424.0,2961120.0,2928048.0
65,2980052.0,2950120.0,2963540.0,2929584.0
66,2976856.0,2953976.0,2965060.0,2932684.0
67,2976132.0,2955856.0,3014124.0,2928676.0
68,2976304.0,2954772.0,2964200.0,2929052.0
69,2979148.0,2957560.0,2965208.0,2923736.0
70,2980980.0,2952184.0,2967060.0,2923972.0
71,2982700.0,2954568.0,2970084.0,2926640.0
72,2984956.0,2954924.0,2966428.0,2922996.0
73,2986432.0,2956728.0,2962604.0,2924916.0
74,2989640.0,2958544.0,2962968.0,2926536.0
75,3023392.0,2988212.0,2988784.0,2927564.0
76,2982568.0,2958096.0,3006200.0,2952824.0
77,2977112.0,2958996.0,2958364.0,2920668.0
78,2979108.0,2961620.0,2961532.0,2922392.0
79,2981620.0,2963340.0,2965172.0,2924552.0
80,2982604.0,2962080.0,2967276.0,2925420.0
81,2983644.0,2965208.0,2973908.0,2926364.0
82,2984780.0,2966488.0,2975596.0,2927300.0
83,2985192.0,2960548.0,2975936.0,2928160.0
84,2986604.0,2961512.0,2977364.0,2931196.0
85,2987372.0,2963180.0,2978548.0,2930400.0
86,2995836.0,2968624.0,2978752.0,2932508.0
87,3028752.0,3015520.0,2991556.0,2934824.0
88,2990068.0,2997400.0,2998440.0,2946720.0
89,2991292.0,2974736.0,2981960.0,2976648.0
90,2994660.0,2976600.0,2983944.0,2931564.0
91,2995476.0,2978084.0,2985440.0,2933640.0
92,2996428.0,2980268.0,2985980.0,2933972.0
93,2998736.0,2975776.0,2987496.0,2936148.0
94,3000120.0,2977524.0,2983520.0,2937488.0
95,3056780.0,2974384.0,2985892.0,2941264.0
96,3009788.0,2976748.0,2987624.0,2942288.0
97,3009108.0,2976488.0,2988388.0,2942984.0
98,3009720.0,3017876.0,3026700.0,2943648.0
99,3014068.0,2977632.0,2990064.0,2972780.0
100,3016176.0,2979428.0,2992076.0,2940688.0
101,3011780.0,2983244.0,2990748.0,2941340.0
102,3009056.0,2984996.0,2992300.0,2944456.0
103,3009856.0,2986148.0,2993996.0,2940392.0
104,3009904.0,2986156.0,2994148.0,2940612.0
105,3046040.0,3018980.0,3023696.0,2940772.0
106,3012120.0,3004648.0,2996388.0,2971156.0
107,3013840.0,2989228.0,2997844.0,2969204.0
108,3014296.0,2990784.0,2998324.0,2947020.0
109,3016884.0,2992260.0,2996228.0,2947744.0
110,3017444.0,2993164.0,2992184.0,2949620.0
111,3018192.0,2993636.0,2993292.0,2950104.0
112,3018284.0,2994376.0,2993960.0,2948360.0
113,3033396.0,2994832.0,2994192.0,2950332.0
114,3041780.0,2993256.0,2996292.0,2953784.0
115,3058880.0,2988012.0,2998932.0,2955604.0
116,3023504.0,3018164.0,3019240.0,2955848.0
117,3024128.0,2994272.0,3045536.0,2956936.0
118,3024836.0,2988660.0,2998676.0,2981480.0
119,3022328.0,2985628.0,3000356.0,2977448.0
120,3019448.0,2987920.0,3001852.0,2958916.0
121,3020988.0,2988928.0,3004012.0,2959568.0
122,3028476.0,2991224.0,3004328.0,2960540.0
123,3026156.0,2994120.0,3006496.0,2962604.0
124,3026668.0,2994608.0,3008408.0,2963696.0
125,3029196.0,2996996.0,3010720.0,2965648.0
126,3030652.0,2997748.0,3012356.0,2967172.0
127,3027128.0,2987604.0,3012588.0,2969116.0
128,3057484.0,3018956.0,3040212.0,2960012.0
129,3031636.0,2988288.0,3018068.0,2962048.0
130,3028804.0,2988876.0,3012864.0,2981940.0
131,3030444.0,2992112.0,3015940.0,2973960.0
132,3033280.0,2993992.0,3017964.0,2968260.0
133,3035044.0,2995480.0,3020500.0,2973080.0
134,3036400.0,2997252.0,3020124.0,2976400.0
135,3037916.0,2997576.0,3022312.0,2983348.0
136,3038992.0,2998024.0,3023112.0,2984940.0
137,3034756.0,2999408.0,3023996.0,2986232.0
138,3036220.0,3002120.0,3025580.0,2987788.0
139,3061412.0,3051264.0,3043016.0,2990272.0
140,3057736.0,2996860.0,3028172.0,3005012.0
141,3032560.0,2997464.0,3022992.0,3006192.0
142,3034148.0,2999344.0,3025140.0,2992048.0
143,3033864.0,3001332.0,3025780.0,2993180.0
144,3035380.0,3001780.0,3026232.0,2993692.0
145,3036600.0,3001196.0,3028372.0,2996824.0
146,3037524.0,3003480.0,3041048.0,2997532.0
147,3040148.0,3006096.0,3030776.0,2994068.0
148,3041212.0,3007404.0,3079700.0,2983368.0
149,3041224.0,3003752.0,3031436.0,2984632.0
150,3043740.0,3005964.0,3032744.0,2985980.0
151,3045204.0,3000956.0,3034620.0,2987928.0
152,3045040.0,3013468.0,3036052.0,2989384.0
153,3075560.0,3031376.0,3032544.0,2989048.0
154,3057232.0,3003668.0,3039112.0,3019400.0
155,3047968.0,3004716.0,3039444.0,3003576.0
156,3048736.0,3005540.0,3039792.0,2992048.0
157,3049864.0,3007196.0,3042064.0,2992748.0
158,3052232.0,3010136.0,3067276.0,2994712.0
159,3055620.0,3010644.0,3044216.0,2996180.0
160,3057124.0,3011584.0,3045780.0,2997340.0
161,3053720.0,3014720.0,3049272.0,2999964.0
162,3056812.0,3016896.0,3051332.0,2997576.0
163,3057204.0,3045676.0,3052644.0,2994600.0
164,3059424.0,3018516.0,3054248.0,3001000.0
165,3092056.0,3019204.0,3054040.0,3015916.0
166,3072320.0,3020884.0,3055464.0,3045988.0
167,3060836.0,3022384.0,3054480.0,3027980.0
168,3061596.0,3022180.0,3055652.0,3005292.0
169,3063448.0,3023780.0,3071392.0,3006132.0
170,3064640.0,3025520.0,3089980.0,3000756.0
171,3065680.0,3026128.0,3057856.0,3001476.0
172,3065940.0,3026528.0,3065560.0,3002248.0
173,3058316.0,3028620.0,3060984.0,3004644.0
174,3059480.0,3029676.0,3059244.0,3005892.0
175,3060996.0,3056132.0,3060820.0,3006244.0
176,3079500.0,3030088.0,3058392.0,3032920.0
177,3091212.0,3031468.0,3069068.0,3056888.0
178,3057160.0,3032480.0,3069604.0,3008812.0
179,3054240.0,3035060.0,3072384.0,3010408.0
180,3051264.0,3026860.0,3101556.0,3011512.0
181,3052176.0,3028408.0,3094084.0,3012748.0
182,3048980.0,3028312.0,3073644.0,3013792.0
183,3048284.0,3031152.0,3074616.0,3014444.0
184,3050816.0,3032296.0,3076592.0,3016340.0
185,3051040.0,3033388.0,3077244.0,3017248.0
186,3053032.0,3029608.0,3079500.0,3020732.0
187,3054360.0,3019884.0,3082188.0,3026588.0
188,3062168.0,3026012.0,3082576.0,3031820.0
189,3097960.0,3072148.0,3083412.0,3075728.0
190,3057072.0,3023576.0,3118004.0,3052652.0
191,3059224.0,3022632.0,3086644.0,3033904.0
192,3059652.0,3024076.0,3087208.0,3035564.0
193,3061372.0,3019144.0,3088316.0,3035804.0
194,3063852.0,3022780.0,3090920.0,3031868.0
195,3066388.0,3025112.0,3092784.0,3033752.0
196,3067044.0,3025576.0,3093932.0,3035480.0
197,3067504.0,3024940.0,3094724.0,3036148.0
198,3068868.0,3027696.0,3096528.0,3038568.0
199,3067056.0,3020860.0,3090880.0,3038776.0
200,3070772.0,3036804.0,3093552.0,3040704.0
201,3107860.0,3063092.0,3094172.0,3042144.0
202,3102028.0,3022264.0,3119896.0,3087204.0
203,3072200.0,3022840.0,3095552.0,3036740.0
204,3078384.0,3023692.0,3096052.0,3037140.0
205,3082344.0,3025132.0,3091440.0,3038036.0
206,3083880.0,3026244.0,3092316.0,3039896.0
207,3086096.0,3027136.0,3094144.0,3036056.0
208,3087436.0,3028404.0,3095780.0,3037432.0
209,3088160.0,3028788.0,3096676.0,3038200.0
210,3088204.0,3029704.0,3097260.0,3039304.0
211,3090604.0,3030720.0,3097168.0,3040900.0
212,3092744.0,3033520.0,3099084.0,3036664.0
213,3090744.0,3033324.0,3099896.0,3048864.0
214,3091064.0,3033516.0,3100148.0,3067196.0
215,3117800.0,3068228.0,3113708.0,3038128.0
216,3115124.0,3030560.0,3121232.0,3039140.0
217,3096576.0,3032412.0,3119028.0,3041776.0
218,3097080.0,3034036.0,3099028.0,3042840.0
219,3097720.0,3035428.0,3095128.0,3043532.0
220,3099880.0,3035044.0,3096920.0,3045096.0
221,3101032.0,3035984.0,3100164.0,3040244.0
222,3104172.0,3034944.0,3101712.0,3042868.0
223,3092572.0,3037416.0,3106308.0,3068004.0
224,3138060.0,3036908.0,3105668.0,3063328.0
225,3120692.0,3037476.0,3124680.0,3045540.0
226,3095476.0,3038840.0,3131472.0,3046900.0
227,3097308.0,3053484.0,3107872.0,3047200.0
228,3099012.0,3089076.0,3110780.0,3050384.0
229,3098852.0,3040540.0,3112280.0,3050416.0
230,3101332.0,3042532.0,3113780.0,3051228.0
231,3102592.0,3044000.0,3108968.0,3052080.0
232,3103076.0,3044716.0,3111532.0,3054428.0
233,3104508.0,3044532.0,3111228.0,3054536.0
234,3100012.0,3045420.0,3107636.0,3055156.0
235,3101616.0,3048452.0,3109660.0,3087756.0
236,3104512.0,3050488.0,3111444.0,3089256.0
237,3136988.0,3083396.0,3141788.0,3053812.0
238,3144244.0,3102416.0,3111140.0,3054248.0
239,3102580.0,3051980.0,3112440.0,3056972.0
240,3099400.0,3053648.0,3114232.0,3057824.0
241,3101240.0,3055484.0,3116124.0,3058912.0
242,3099672.0,3055332.0,3117660.0,3059544.0
243,3089628.0,3059020.0,3118596.0,3062076.0
244,3089920.0,3058780.0,3113084.0,3057532.0
245,3092084.0,3060716.0,3117012.0,3060052.0
246,3093936.0,3059332.0,3120388.0,3060136.0
247,3110396.0,3055284.0,3155324.0,3108220.0
248,3149152.0,3077164.0,3121048.0,3058772.0
249,3095748.0,3058444.0,3111100.0,3058668.0
250,3099420.0,3052388.0,3114304.0,3060068.0
251,3101968.0,3050464.0,3109980.0,3063448.0
252,3103924.0,3051964.0,3111452.0,3064764.0
253,3103952.0,3054656.0,3112364.0,3059780.0
254,3105420.0,3050976.0,3113380.0,3060152.0
255,3101844.0,3042224.0,3114560.0,3063084.0
256,3104752.0,3038956.0,3114432.0,3064184.0
257,3105220.0,3038832.0,3116436.0,3063988.0
258,3105612.0,3059924.0,3117552.0,3065776.0
259,3152864.0,3089856.0,3118612.0,3083892.0
260,3106544.0,3041596.0,3163456.0,3092716.0
261,3107160.0,3041356.0,3119276.0,3061452.0
262,3108680.0,3044248.0,3115672.0,3062072.0
263,3109136.0,3046620.0,3117012.0,3064136.0
264,3112108.0,3047748.0,3117740.0,3064712.0
265,3108476.0,3048480.0,3119496.0,3066240.0
266,3110040.0,3050824.0,3120148.0,3067340.0
267,3110284.0,3052276.0,3121568.0,3068932.0
268,3111524.0,3052656.0,3123608.0,3069760.0
269,3111860.0,3053876.0,3118608.0,3072044.0
270,3107980.0,3054860.0,3119032.0,3074204.0
271,3109616.0,3055648.0,3120400.0,3068840.0
272,3112420.0,3067036.0,3122196.0,3069500.0
273,3154040.0,3080896.0,3122964.0,3078412.0
274,3112468.0,3059832.0,3165152.0,3121516.0
275,3112972.0,3060096.0,3124308.0,3075572.0
276,3117104.0,3063684.0,3128652.0,3069080.0
277,3118396.0,3065376.0,3129344.0,3070944.0
278,3119964.0,3066404.0,3124916.0,3066636.0
279,3122696.0,3068176.0,3127084.0,3059816.0
280,3123264.0,3067652.0,3120908.0,3059768.0
281,3129864.0,3069320.0,3122232.0,3060740.0
282,3126792.0,3071680.0,3140396.0,3062932.0
283,3151096.0,3102948.0,3165600.0,3064072.0
284,3146188.0,3074472.0,3126412.0,3077716.0
285,3129800.0,3075700.0,3127188.0,3105704.0
286,3130408.0,3076888.0,3128508.0,3066188.0
287,3129636.0,3077512.0,3130624.0,3066580.0
288,3125304.0,3076320.0,3131484.0,3069336.0
289,3117756.0,3077236.0,3135032.0,3071228.0
290,3119396.0,3078456.0,3137052.0,3065944.0
291,3120224.0,3081076.0,3132300.0,3067152.0
292,3121220.0,3076896.0,3133160.0,3069712.0
293,3121248.0,3080576.0,3133744.0,3071684.0
294,3118260.0,3081644.0,3134364.0,3072452.0
295,3144088.0,3094708.0,3130792.0,3073804.0
296,3120048.0,3117444.0,3167324.0,3073780.0
297,3121076.0,3084248.0,3131564.0,3116384.0
298,3122988.0,3085196.0,3133180.0,3098792.0
299,3118924.0,3086928.0,3135592.0,3077780.0
300,3120684.0,3089592.0,3138088.0,3082236.0
301,3147716.0,3090276.0,3138524.0,3076672.0
302,3121976.0,3091252.0,3139308.0,3077268.0
303,3118648.0,3095892.0,3139768.0,3078416.0
304,3110384.0,3102392.0,3131888.0,3080088.0
305,3113176.0,3086780.0,3133052.0,3076516.0
306,3115100.0,3084364.0,3132528.0,3078644.0
307,3116844.0,3087136.0,3136276.0,3073156.0
308,3117920.0,3131368.0,3166028.0,3101992.0
309,3118436.0,3112840.0,3162776.0,3114824.0
310,3119400.0,3089552.0,3137556.0,3070476.0
311,3134884.0,3085400.0,3141520.0,3070720.0
312,3157900.0,3088608.0,3145428.0,3072140.0
313,3123596.0,3091360.0,3137584.0,3074824.0
314,3126976.0,3093352.0,3133848.0,3075676.0
315,3129712.0,3095796.0,3135388.0,3079540.0
316,3130024.0,3089632.0,3136868.0,3081000.0
317,3131932.0,3087724.0,3138780.0,3082704.0
318,3131828.0,3110348.0,3176160.0,3114588.0
319,3132640.0,3093460.0,3138168.0,3121452.0
320,3134068.0,3088824.0,3140772.0,3084180.0
321,3170176.0,3091848.0,3143216.0,3085240.0
322,3138848.0,3089188.0,3145700.0,3081012.0
323,3136084.0,3085720.0,3140136.0,3083292.0
324,3136488.0,3086344.0,3142308.0,3081300.0
325,3138812.0,3086508.0,3142624.0,3082024.0
326,3133736.0,3085748.0,3142780.0,3082468.0
327,3135852.0,3088472.0,3144832.0,3085052.0
328,3137812.0,3089588.0,3144764.0,3086480.0
329,3139672.0,3090744.0,3145848.0,3105280.0
330,3141508.0,3091208.0,3147928.0,3102652.0
331,3157860.0,3094148.0,3177020.0,3079352.0
332,3180604.0,3102636.0,3188928.0,3080908.0
333,3140672.0,3128324.0,3143936.0,3083920.0
334,3140640.0,3097240.0,3145072.0,3084164.0
335,3137924.0,3099576.0,3149172.0,3085360.0
336,3139284.0,3102360.0,3145376.0,3088412.0
337,3139876.0,3104180.0,3145796.0,3089492.0
338,3139916.0,3105420.0,3147272.0,3091300.0
339,3134216.0,3105624.0,3148664.0,3092884.0
340,3135544.0,3106564.0,3149616.0,3093432.0
341,3136792.0,3107384.0,3145192.0,3094320.0
342,3164192.0,3108212.0,3146136.0,3121892.0
343,3155888.0,3149424.0,3194968.0,3126684.0
344,3131296.0,3172092.0,3174824.0,3092424.0
345,3128744.0,3144336.0,3149908.0,3088860.0
346,3129356.0,3114380.0,3150900.0,3090368.0
347,3124736.0,3115288.0,3152748.0,3090872.0
348,3125396.0,3116548.0,3147448.0,3091416.0
349,3124572.0,3116692.0,3148068.0,3091680.0
350,3156596.0,3117836.0,3150708.0,3092484.0
351,3147408.0,3119308.0,3152596.0,3088120.0
352,3128900.0,3120832.0,3153960.0,3092388.0
353,3129796.0,3123528.0,3155976.0,3092952.0
354,3131372.0,3124640.0,3157960.0,3093648.0
355,3133436.0,3128460.0,3158956.0,3091196.0
356,3135776.0,3145728.0,3187692.0,3119532.0
357,3136676.0,3144716.0,3160276.0,3133812.0
358,3134436.0,3116668.0,3160616.0,3093884.0
359,3134028.0,3117956.0,3161116.0,3088480.0
360,3137104.0,3119284.0,3165128.0,3088368.0
361,3133740.0,3119568.0,3160628.0,3090940.0
362,3147372.0,3120716.0,3168304.0,3092952.0
363,3153424.0,3121592.0,3168644.0,3093276.0
364,3128020.0,3109684.0,3168996.0,3093832.0
365,3129016.0,3111596.0,3170012.0,3094244.0
366,3129676.0,3113208.0,3169740.0,3090224.0
367,3132076.0,3107268.0,3171760.0,3090440.0
368,3134056.0,3104052.0,3173260.0,3083076.0
369,3134248.0,3104180.0,3173376.0,3083336.0
370,3136248.0,3149012.0,3183008.0,3099812.0
371,3167528.0,3106252.0,3182656.0,3106108.0
372,3139788.0,3109848.0,3177016.0,3086416.0
373,3141876.0,3117040.0,3175548.0,3089328.0
374,3143344.0,3118960.0,3171680.0,3091040.0
375,3144236.0,3120852.0,3164700.0,3091484.0
376,3146868.0,3111260.0,3166504.0,3092420.0
377,3148444.0,3111088.0,3168756.0,3096792.0
378,3147888.0,3112396.0,3169508.0,3092648.0
379,3149532.0,3111896.0,3169864.0,3093176.0
380,3150120.0,3113732.0,3171380.0,3119380.0
381,3152372.0,3115072.0,3174448.0,3134824.0
382,3153504.0,3117228.0,3169740.0,3095528.0
383,3159592.0,3141636.0,3191484.0,3095856.0
384,3166980.0,3127724.0,3195692.0,3096504.0
385,3157396.0,3120864.0,3168448.0,3096888.0
386,3158784.0,3122128.0,3169980.0,3096712.0
387,3154428.0,3125452.0,3171236.0,3090156.0
388,3155156.0,3125312.0,3173068.0,3091416.0
389,3156220.0,3127688.0,3174848.0,3093424.0
390,3189832.0,3128604.0,3173672.0,3093792.0
391,3183380.0,3130988.0,3176416.0,3127640.0
392,3186484.0,3131176.0,3190812.0,3095640.0
393,3150628.0,3156976.0,3181400.0,3096732.0
394,3151520.0,3134796.0,3174788.0,3097576.0
395,3153424.0,3138148.0,3176344.0,3098696.0
396,3154980.0,3138484.0,3177328.0,3100032.0
397,3156508.0,3133300.0,3178088.0,3100436.0
398,3156748.0,3134268.0,3183284.0,3103480.0
399,3158748.0,3135080.0,3171852.0,3103844.0