op_rw_latency,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
187,0.0,0,0,0.0,0,0.001,0,0,1.891,0.0,0,0,1.707,0.0,0.001,0,0,0,0.0,0.001,0.0,0,0,0,0.0,0.166,0,0,0,0,0,0.001,0.002,0,0,0.0,0,1.808,0.0,0
188,0,0,0,0,3.292,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.001,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.531,0.002,0
189,0.0,0,0,0,0,0,0,0.0,0,0,0.001,0,0,0,0,0,0,1.635,0,0.0,0.001,0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0,0.0,0.0,0,0,0,0.001,0,0,0.0,0
190,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0,0.0,0.0,0.0,0.0,0.001,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.001,0.0,0.001,0,0,0.0,0.0,0.0,0.0,0.0
191,0,0,0,0.0,0,0.001,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.123,0,0.0,0.003,0.0,0,0,0,0,0,0.0,0,4.621,0,0.0,0.0,0.0,0.0,0
192,0,0,0,0,0,0,0,0.001,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.001,0.0,0.0,0,0,0,0.0,0.044,0,0.0,0,0.484,0,0.0,0.0,0.783,0,0.0,0,0,0,0
193,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.001,0.0,0,0,0.0,0,0.0,0.001,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0
194,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.001,1.399,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.001,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0
195,0,0.001,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.227,0.0,0.002,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.001,0.0,0.0,0,0.0
196,0,0,0,0.0,0,0,0,0,0,0.448,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.001,2.604,0.001,0,0.0,0,0
197,1.917,0,0,0,0,1.319,0,0.001,0.0,0.0,0.0,0,0.0,0.001,0.001,0,0,0.0,0,0.0,0.0,0,0,0,0.001,0,0,0.0,0.0,0,1.938,0.0,0,0.0,0.001,0,0.0,0,0,0
198,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0
199,0.0,0.001,0,0,0.008,0.0,0,0.0,0.0,0.0,0.81,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.001,0,0,0.001,0.0,2.282,0.0,0,0.001,0.0,0.0,0.0,0,0,0,0.0,0.0,0.195,0.003
200,0.001,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.001,0.001,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.002,0.0,0
201,0.0,0,0,0,0,0.0,1.652,0,0,0.001,0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0.178,0,0.0,0.001,0,0,0,0.001,0,0.001,0.0,0.0,0.0,0,0,0.0,0.0,0
202,0,0,0,0,0,0,0,0.0,0.0,0,0.001,0,0.0,0.0,0,0,0,0,1.617,0,0.0,0.0,0,0,0.0,0,0.001,0,0.0,0,0.0,0.0,0,0.0,0,0.985,0.0,0,0.0,0
203,0.001,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,2.605,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.001,0.001,0,0,0,0,0,0.0,0
204,0.0,0.0,0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.05,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0,0,0.001,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
205,0,0,0,0.001,0,0.0,0.0,0,0,0.0,0.0,0.001,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.883,0.0,0.0,0,0.0,0,0.0,0.0,0
206,0.0,0,0,0,0,0,0,0.0,0.0,0.001,0.0,0,0.0,0.001,0.0,0,0,0.0,0.0,0,0.001,0,0,1.699,0.0,0.0,0,4.049,0.0,0,0,0.0,0,0.0,0.0,0.0,2.567,0,0.0,0
207,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,5.815,0,0.0,0,0,0,0,0.001,0,0.0,0,0.0,0.002,0,0.0,0,0.001,0.335,0,0,0
208,0.0,0,0.484,0,0,0.0,0,0.0,0.0,0.001,0,0.001,0,0,0.0,0,0.0,0.0,0,1.101,0,0,0.0,0.0,0,0.001,0.0,5.136,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.002,0.0
209,0.001,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.001,0.0,0.0,0.366,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.373,0,0,0,0.0,0,0.001,0.0,0.0,0.0,0.0,0.0,0
210,0.001,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.001,0.0,0,0,0,0.001,0,3.708,0,0,0.0,0,0.001,0,0,0,0.0,0,0.0,0,0.001,0.0,0.0,0,0.0,0.001,0
211,0,0,0,1.975,0,0,0,3.243,0.0,0,0.0,0,0.0,0.0,0,0,0,0.001,0,0.001,0.502,0.001,0,0,0,0,0.002,0.0,0,0,0,0.0,0.147,0.0,0,0.0,0.0,0,0.001,0
212,0.001,0,0,0,0,0,0,0.03,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.947,0.0,0.001,0.001,0,0.001,0.001,0.001,0.001,0,0,0,0,0,0.0,0
213,0.0,0.0,0.001,0.0,0,0.0,0.0,0.001,0,0.005,0.0,0.0,0.079,0.0,0.001,0.0,0.002,0.0,0.0,0.0,0,0,0,0,0.577,0,0.003,0,1.621,0,0.0,0.0,0.001,0,0.0,0.0,0.0,0,0.0,0.0
214,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0
215,0.0,0,0,0,0,0,0,0.0,1.155,0.0,0.001,0,0.001,0.0,0.001,0,0,0.0,0.0,0.0,0.0,1.774,0,0,0.0,0.441,0,0.0,0.0,1.116,0,0.0,0,0,0.0,0,0.001,0,0.0,0
216,0,0,0,0,0.087,0,0,0.001,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.001,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,0
217,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0
218,0.001,0.0,0.001,0.0,0,0.0,0.0,0,0.0,0.001,0.0,0.0,0.0,0,0.001,0.0,0,0.0,0.0,0.0,0,0,0,0.001,0.001,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.119,0,0
219,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,1.169,0,0.0,0.001,0,0.001,0.001,0,0.0,0,0
220,0,0,0,0,0,0,0,0.0,0.0,0,0.001,0,0.0,0,0.0,0,0,0.0,0,0.0,0.001,2.125,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.23,0,0.0,0.0,0,0,0
221,0,0,0,0,0,0,0,0.001,0,0,0.001,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
222,0,0.001,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0,0.0
223,0,0,0.001,0.0,0,0,0.0,0,0,2.038,0.001,0.0,0.001,0,0.0,0.0,0,0.0,0.396,0,0,0,0,0.001,0.0,0.0,0,0,0,0.0,1.541,0.0,0.009,0.0,0,0.0,0.0,0.001,0,0
224,3.567,0,0,0,0,0,0,0,0.001,0.0,0,0,0.0,5.766,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.001,0,0,3.12,0.0,0,0.001,0.0,0,0,0,6.259,0
225,2.859,0,0,0,0,0,0,0.002,0,0,0.0,0,0,1.633,0,0,0,0,0,0,0.0,0.0,0,0,0.001,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.714,0.0,0,0.861,0
226,0.0,0,0,0,0,3.614,0,0.0,0.001,0,0,0,0,0,0,0,0.001,0,0,0.0,0.0,0,0,0,0.0,0.0,0.001,0.0,0,0.0,0.0,0.0,0.001,0,0,0,0,0,0.0,0.0
227,0.0,0,0.0,0.0,0.0,0.171,0,0.0,0.001,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.002,0,0,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0
228,0.0,0.873,0,0.0,0,0.0,1.426,0,0,0.0,0.0,0,0.0,0.001,0,0.824,0,0.0,0.0,0,0.0,0,0.36,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
229,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.001,0,0,0,0.0,0,0.001,0.0,0,0,0,0.0,0,0,0,0.003,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0
230,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.378,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0
231,0.001,0.0,0,0,0.001,0.001,0.0,0.027,0.0,0.004,0,0,0.0,0,0.244,0.0,0.001,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.001,0.0,0.0,0.0
232,0.001,0.0,0,0.0,0,0.001,0.001,0,0.0,0.0,0.0,2.803,0.0,0.0,0.074,0.0,0,0.0,0.001,0,0,0,0,5.005,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0
233,0.001,0,1.961,0,0,0.001,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,1.463,0.0,0,0,0.043,0.002,0.0,0,0,0,0,0,1.858,0.0,0.0,0.0,0.0,0,0.0,0.0,0
234,0,0,0,0,0,0,0,0.646,0,0,0.0,0,0.0,0.001,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.584,0.122,0,0.001,0.0,0,0.001,0,0.0,0,0,0.0,0
235,0.003,0,0,0,0,0.001,0,0.101,0.0,0,0,0,0,0,0,0,0,0,0,1.002,0.001,0,0.0,0.0,0,0.001,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,1.59,0,0.001,0.0
236,0.0,0.0,0.0,0,0.0,0.003,0.001,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.001,0.0,0.0,0,0.0,0,0.03,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,0.0,0,0,0,0,0.0,0,0,0,0.001,0.0,0,0,0.0,0,0,0,0,0.0,0,0.001,0,0,0,0,0.0,0,0,3.281,0.0,0,0,0.088,0.0,0,0.001,0,0.001,0.0,0
238,0,0,0,0,0,0,0,0.946,0,0.001,0.0,0,2.577,0.0,0.002,0,0.534,0.001,0,0.0,0.0,0,0,0,1.723,0,0,0.0,0.0,0,0,0.001,0.279,0.0,0.0,0,0.0,0,0.0,0
239,0.0,0,0,2.262,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.001,0.0,0.0,0.0,0.791,0.0,0.001,0.0,0.0,0,0.0,0.0,0,0.0,0,0.001,0,0,0.0,0
240,0.001,0.0,0,0,0,0.0,0.001,0.001,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.011,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.001,0,0,0,0.0,0,0.0,0.001
241,0,0.0,0.001,0.0,0,0.0,0.0,0,2.756,0.0,0.001,0.001,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.004,0.001,0,0,0,0.001,0,0.0,0.0,0,0.0,0.0,0.001,0,0.0,0
242,0.0,0,0,0,0,0.0,0,0,0.924,0.0,0,0,4.696,0.001,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.001,0,0,0,0,0,0.0,0.001,0,0.0,0.0,0,0,0.0,0
243,0,0,0,0,2.94,0,0,0.0,0.001,0,0.0,0,0.159,0.001,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.001,0.0,0,0,0,0.0,0.0,0,0.0,0
244,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.001,0.0,0,0,0.0,0.0,0.001,0,0,0,0,0,0.001,0
245,0.0,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,1.106,0,0,0.0,0,0.0,0,0.001,0,0.001,0.0,0.0,0,0,0.0,0.0,0,0,0.001
246,0.001,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.22,0,0
247,0,0,0,0,0,0,0,0.001,0.0,0.001,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.001,0.0,0,0,0,0.001,0.0,0,0.0,0.0,0.04,0,0.0,0,0,0,0.0,0,0,0,0
248,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,1.454,0,0,0,0,0,0.0,0.0,0.07,0,0.001,0.001,0,0.0,0.0,0.002,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0
249,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.001,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.001,0.0,0.0,0,0.0,0.0,0.0,0.0,1.42,3.491,0,0,0,0,0.001
250,0,0.001,0.0,0.0,0,0,0.0,0,0.001,0,0.0,0.0,0.001,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.001,0.0,0.001,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.823,0
251,1.006,0,0,0.001,0,0.76,0,0,0,0,0.001,0,0.0,0.22,0.0,0,0,0,0,0.001,0.0,0,0,0,0.002,0.001,0,0,0,0.0,0,0.0,0.0,0.001,1.051,0.0,0,0.0,0,0
252,0,0,0,0,0,0,0,0.001,0.0,0.598,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.001,0,0,0,0.001,0,0,0.0,0.0,0,0,0.0,0,0.001,0.001,0,0.0,0,0,0
253,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1.49,0.001,0.0,0.0,0,0.0,0.0,0.0,0.468,0.0,0.0,0.001,0.0,0.0,0,0.002,0,0,0,0,1.021,0
254,0.0,0,0,0.001,0.001,3.844,0,0.001,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.001,0,0.0,0,0.0,2.969,0,0.0,0,0.001,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.257,0
255,0,0,0.001,0.0,0,0.12,0,0,0,0.0,0.077,0,0.001,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.001,0,0,0,0.0,0,0.001,0.0,0.0,0.0,0,0.001,0,0.0,1.019
256,0.001,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.001,0,0,0,0.001,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.001,0.0,0.0,0.001,0,0,0.001,0.0,0
257,0,2.613,0,0,0,0,2.384,0.0,0,0,0.001,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,1.032,0.002,0,0.0,0
258,0.0,0,0,0,0,0.001,0,0.0,0.0,0,0,0,0.0,0,4.556,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.001,0,0,0,0,0,0.001,0
259,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.486,0,0.0,0.065,0.001,0,0.0,0.0,0,0,0.0,0,0,0.001,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
260,0.0,0,0.975,0.0,0,0.0,0.0,0,0,0.0,0.001,0,0.0,0.0,0,0,0,0,0.0,1.265,0,0,0,1.045,0.0,0.001,0,0,0,0.0,0,2.213,0.135,0.001,0,0.0,0,0.0,0.0,0
261,0,0,0,0,0,0,0,0.0,0.0,0.001,0.0,0,0.0,0.0,0.001,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.001,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0
262,0.0,0,0,0,0,0,0,0.0,0,0,0.001,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.001,0.133,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0
263,0.0,0.001,0,0,0.0,0.0,0.0,0,0.0,0.003,0,0.0,0.0,0,0.0,0.0,0.265,0.0,0,0,0,0.001,0,0,0,0.0,0.001,0.002,0,0.001,0.0,0.0,0,0,0,0,3.405,0.0,0.0,0.0
264,0.0,0.001,0.0,0,0,0.0,0.0,1.173,0.0,0.001,0.001,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,1.574,0.0,0,0,0,0.0,0,0.001,0.115,0.001,0.0,0.0,0.0,0.0,0.0,0
265,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.001,0.0,3.307,0,0,0,0,0.0,0,0,0,0,0,0.0,0.009,0.0,0.0,0.0,0,0.536,0.0,0
266,0,0,0,1.831,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.027,0.013,0,0,0,0,0.003,0.0,3.069,0,0,0.0,0.856,0.0,0,0.0,0.0,0,0.0,0
267,0.001,0,0,0,0,0.002,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.001,0.0,6.031,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0
268,0.0,0.0,0.0,0.003,0.522,0.0,0.001,0.002,0,0.0,0.001,0.0,2.163,0.0,0.001,0.0,0,0.0,0.001,0.0,0,0.0,0,0,1.04,0,0,0,0.001,0,0.0,0.0,0.001,0,0.0,0.0,0.0,0,0.001,0.0
269,0.0,0,0,0.0,0,0.0,0.0,0,1.754,0.0,0.0,0,0.0,0.0,0,0,0.179,0.0,0.0,0,0,0,0,0.0,0.086,0,0,0,0,0,0,0.0,0.001,0,0,0.0,0.001,0,0.001,0
270,0,0,0,0,0,0,0,0.0,0.0,0.001,0.001,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.001,0.001,0,0,0.0,0,0,0.0,0.001,0,0,0.0,0
271,0.0,0,0,0,0,0,0,0.0,0,0,0.001,0,0,0,0,0,0,0,0,0.001,0.001,0.0,0.0,0.0,0.0,0,0.0,0.0,0.001,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0
272,0.002,0.001,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.001,0,0,0,0,0.0,0,0,0.0,0,0.0,0.001,0,0,0.0,0.0,0.001,0,0,0,0.0,0,0.0,0.0
273,0.001,0.0,0.0,0.0,0,0.001,0.0,0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,1.603,0,0,0.001,2.339,0,0.0,0.0,0,0.0,0.0,0.0,0.261,0,0
274,0.0,0,0,0.001,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.496,0.0,0.0,0.0,0,0,0,0.0,0.001,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0
275,0,0,0,0,0,0,0,0.001,0.0,0,0.0,0,0.0,0.001,0,0,0,0,0,0,0.001,0,0,0,0.001,0,0.0,0.001,0.001,0,0,0.0,0,0,0.052,0.001,0.0,0,0,0
276,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.001,0,0.808,0,0,0,0,0,0
277,0,0.001,0,0.001,0.001,0.0,0.0,0.0,0.001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.001,0,0.0,0.0,0,0.0
278,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.001,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.001,0,0,0,0.001,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
279,0,0,0,0,0,0,0,0.0,0.001,1.554,0,0,0.0,0.001,0.0,0,0,0.0,0,0.0,0.001,0,0,0,0.0,0.0,0,0.0,0.001,0,0,0.001,0.0,0.001,0,0.001,0,0,0,0
280,3.12,0,0,0,0,0,0,0.002,0,0,0.123,0,0,0.0,0,0,0,0,0,0.0,0.0,0.001,0,0,0.0,0,0,0.001,0.0,0,0.078,0.001,0,0.0,0.05,0.396,0.0,0,0,0
281,0.085,0,0,0,0.001,0.001,0.153,0.001,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,3.483,0,0.0,0,0.241,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.187,0.003
282,0.0,0.831,0.0,0.0,0,0.0,0.001,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.001,1.065,0.0,0,0.0,0,0,0.0,0.001,2.916,0,0.001,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.058,0
283,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,1.677,0,0,0,0.0,0,0.0,0,0,0,0.001,0.0,0.237,0,0,0.0,0,0.012,0.0,0.0,0,0,0,0.0,0.001,0
284,0,0,0,0,0,0,0,0.004,0,0,0.0,0,0.0,0.0,0,2.214,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.001,0.001,0,0.0,0,0.001,0
