op_wip,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
2,2,1,1,1,0,2,2,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,3,1,1,1,0,1,0,1,2,0,1,1,0,1,1,1,0
3,1,1,2,2,0,0,0,1,0,1,1,1,0,1,3,0,2,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,1,1,0,0
4,1,0,2,1,1,0,1,0,0,2,0,0,1,1,1,0,1,2,1,0,6,1,1,1,1,0,1,1,5,1,0,0,1,0,1,0,1,1,2,0
5,1,1,1,1,1,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,3,1,1,1,0,0,0,0,5,1,1,0
6,1,1,1,1,1,0,1,1,1,4,1,0,2,0,1,0,0,0,0,0,3,1,0,1,1,6,0,0,3,1,0,0,0,0,0,1,0,1,0,0
7,1,0,0,0,0,0,0,0,0,4,1,1,2,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,3,0,0,1,0,1,0,1,0,1,5,1
8,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
9,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,1,0,1,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
10,0,0,0,0,0,0,0,0,1,3,0,0,0,3,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11,7,0,0,0,0,0,0,0,1,0,4,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
12,7,0,0,0,0,0,0,0,1,0,4,0,6,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
13,7,0,0,0,0,0,0,0,1,0,4,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
14,7,0,0,0,0,0,0,0,1,0,4,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
15,7,0,0,0,0,1,0,0,1,0,4,1,6,1,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,1,1,0,0
16,2,0,0,0,0,0,0,0,1,3,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2,6,1,0,0,0,0,0,1,1,1,1,0
17,2,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,2,0,1,0,0,0,0,1,0
18,2,0,0,0,2,1,0,0,1,0,3,0,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,2,1,0,0,0,0,0,0
19,2,0,0,0,0,2,0,1,0,1,4,0,2,2,1,0,0,0,2,0,0,1,1,0,0,0,1,4,0,1,0,0,1,3,0,0,0,0,0,0
20,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,1,0,0,1,0,0,1,1,0,0,1,0,0,1,3,0,0,0,0,0,1
21,1,0,0,0,0,5,0,0,0,1,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2,1,2,0,0,3,1,0,0,0,1,2
22,1,1,0,0,0,1,0,0,0,5,6,0,0,2,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,3,3,0,0,0,0,1,1,0,1,2
23,0,4,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,2,1,0,0,0,0,2,0,0,0,0
24,0,0,0,0,0,0,2,0,0,0,1,0,0,7,1,0,0,0,1,1,0,2,1,0,0,0,0,1,1,2,0,0,1,0,0,2,1,0,0,0
25,0,0,0,0,0,1,2,0,2,2,0,0,0,7,1,0,0,0,1,1,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,2,1,0,3,7
26,0,0,0,0,0,2,2,4,2,2,0,2,0,0,1,0,0,0,1,1,0,1,1,0,0,1,4,0,0,0,1,0,0,0,0,2,0,0,3,5
27,0,3,1,0,0,4,2,0,0,0,0,2,0,0,1,1,0,0,2,0,0,0,2,0,0,0,1,1,3,0,0,1,1,0,0,2,0,0,1,0
28,0,3,1,0,0,1,2,2,0,0,0,2,0,0,1,2,0,0,0,1,0,4,3,0,0,0,0,1,1,3,0,0,2,0,0,2,0,0,0,0
29,6,0,1,0,0,0,0,4,0,0,0,2,0,1,1,2,4,1,1,2,0,0,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0
30,1,4,1,0,0,1,0,2,1,1,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0
31,3,0,1,0,3,0,0,2,0,5,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,2,0,0,0
32,0,0,1,0,0,0,0,1,0,5,0,2,0,0,0,2,0,0,1,0,0,0,2,0,5,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0
33,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,10,1,0,0,0,3,4,0,0,0,0,0,0,0,1,0,0,0
34,0,4,1,0,0,1,0,0,0,5,1,0,0,0,0,0,1,3,0,1,2,4,9,1,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0
35,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,4,0,2,0,2,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,2,1,0
36,0,0,0,1,0,1,0,0,1,1,2,0,1,0,0,0,1,0,0,0,1,0,0,5,1,0,0,3,1,0,0,3,0,0,0,0,0,1,1,0
37,0,0,0,3,0,1,2,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,2,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0
38,2,0,0,0,0,0,1,2,1,1,1,1,1,3,0,1,1,0,1,2,0,0,0,0,0,1,0,2,1,0,0,3,2,0,0,1,0,1,0,0
39,0,0,1,4,0,0,0,6,1,1,0,5,1,0,0,0,1,0,0,0,3,0,0,0,0,1,1,7,1,1,0,0,0,1,0,1,0,0,0,1
40,0,1,0,0,1,0,1,0,1,0,1,0,0,2,1,0,4,1,0,0,1,1,0,0,0,0,1,0,0,1,2,1,0,1,0,2,0,0,0,0
41,2,0,0,0,0,2,0,0,1,0,0,0,0,2,1,0,1,1,0,0,4,1,0,0,0,0,3,0,0,1,3,0,0,2,0,0,0,1,1,0
42,2,3,3,1,0,2,0,2,0,0,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
43,1,0,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,2,0
44,1,0,2,0,2,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,2,0
45,1,1,0,0,0,2,0,0,0,1,4,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,1,4,0,0,2,0
46,1,0,1,0,4,2,0,0,0,1,0,0,0,0,0,0,1,0,1,1,3,0,1,0,0,0,0,6,0,0,0,0,0,2,1,0,0,0,2,0
47,0,0,0,0,2,2,3,0,0,1,0,0,0,0,2,0,0,0,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1
48,0,0,0,0,2,3,3,0,0,1,0,0,0,0,2,0,0,0,1,2,3,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0
49,0,0,0,0,0,3,4,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,4,0,1,0,2,2
50,0,1,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,1,0,0,2,2
51,0,1,0,0,0,0,2,0,0,0,1,0,1,0,3,0,0,1,0,2,0,1,0,1,2,0,0,0,2,0,8,1,0,0,1,1,0,0,2,2
52,0,1,0,0,0,2,0,0,1,0,2,0,0,0,3,1,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,0,0,0,1,3,0,3,1
53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,3,0,2,1,1,6,0,0,1,0,0,1,2,0,0,0,1,1,1,0,0
54,1,3,3,0,0,0,1,0,0,1,0,0,2,1,1,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,2,0,0,0,1,0,0,2,0
55,0,0,3,2,0,0,0,4,0,1,0,0,0,0,2,1,1,1,4,0,0,0,0,0,0,1,3,1,0,0,0,4,1,0,3,1,0,0,0,2
56,0,1,3,3,1,5,3,1,0,0,0,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,2,1,0,0,1,0,0,0,0
57,0,0,3,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,1,0,0,0,3,1,2,0
58,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,3,0,0,0,5,0,1,1,1,0,0,1,2,0,3,0,1,2,0,1,2,0,1,2
59,0,0,2,1,0,0,2,1,0,0,1,2,3,0,0,0,4,0,0,5,5,0,2,0,1,0,0,1,1,0,0,0,1,2,3,1,0,0,0,0
60,0,0,5,0,1,0,0,1,2,0,0,1,1,0,0,0,0,1,0,0,2,1,0,0,1,0,0,8,1,0,0,0,1,0,0,0,0,0,0,0
61,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
62,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,2,1,0,0
63,0,5,0,0,0,0,2,2,0,0,0,0,2,0,0,0,2,0,1,11,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3
64,3,0,0,2,0,0,0,1,3,0,1,0,2,0,0,0,2,0,0,0,1,0,1,0,1,2,1,0,1,0,0,4,0,1,0,1,0,1,0,0
65,1,0,1,3,0,0,0,0,3,0,0,0,2,0,0,0,4,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,1,0,0
66,0,0,0,3,1,0,0,1,3,0,5,0,3,0,0,1,0,0,0,0,4,1,0,0,0,2,0,0,0,1,0,3,0,2,0,0,1,1,3,0
67,1,0,0,0,1,1,0,7,1,0,0,0,0,0,0,0,4,0,1,0,2,3,0,3,1,12,0,0,0,1,0,0,0,0,0,0,0,3,0,0
68,0,0,0,0,1,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0
69,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,2,0,0,3,0,0,8,0,0,1,0,1,0,0,0,0,3,0,0,3,0,0
70,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,6,0,0,1,3,0,0,0,0,0,6,0,1,0,0,1,0,2,0,0,3,0,0
71,1,0,0,0,1,0,0,0,0,1,0,3,0,0,6,0,0,1,0,0,0,3,0,0,2,3,8,0,0,1,0,0,0,2,2,0,0,0,3,1
72,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,2,0,0,2,0,0,3,2,0,0,0,0,1,1,0,0,0,2,0,1,0,2,0
73,1,0,0,0,0,1,0,1,0,1,1,0,3,1,0,1,1,0,2,0,1,2,0,1,0,3,0,0,0,1,1,0,4,0,1,0,0,1,1,0
74,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,1,1
75,0,1,1,0,0,1,0,0,0,1,0,0,0,1,2,0,3,0,1,1,1,2,3,0,1,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0
76,0,2,1,0,0,1,0,0,1,2,3,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,3,5,1,1,1,1,1,0,1,0,0,0,0,0
77,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,1,2,0,3,1,1,0,1,0,0,0,2,1,0,0,3,3
78,4,2,0,0,0,2,0,0,0,0,4,0,0,0,1,0,0,0,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,3
79,0,0,0,0,1,5,0,0,0,0,1,0,1,1,1,0,1,0,6,3,0,0,1,1,0,0,0,1,0,1,0,2,0,1,2,1,2,0,0,0
80,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,0,1,3,3,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0
81,0,0,1,1,0,2,2,1,0,0,0,1,0,0,1,2,0,8,0,0,0,0,0,3,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0
82,1,4,2,0,0,0,0,0,2,0,0,1,1,0,2,1,1,1,0,3,3,7,2,3,0,1,0,2,0,0,3,2,2,1,0,1,0,0,1,0
83,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,3,3,0,0,0,1,0,0,0,2,2,0,0,1,2,1,0,0
84,3,7,1,0,0,0,0,7,6,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,2,1,0,1,1,0,1,0
85,0,0,3,4,0,0,0,7,0,0,0,2,0,0,0,1,2,0,0,1,1,0,0,0,1,0,0,0,3,0,0,4,2,0,0,0,0,2,0,1
86,0,0,0,1,0,0,0,7,0,1,2,0,0,1,0,1,0,0,0,0,1,2,0,1,1,0,1,1,1,0,3,0,2,1,0,0,0,0,0,0
87,0,0,0,1,1,0,0,7,0,3,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,3
88,0,0,0,1,0,5,0,7,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
89,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
90,1,0,0,1,0,1,1,5,1,0,2,0,1,0,1,0,2,1,0,1,0,1,0,2,0,0,0,0,1,0,1,2,0,0,6,1,0,1,1,0
91,0,0,0,1,0,0,0,1,1,0,0,3,1,0,0,0,5,0,1,0,1,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0
92,0,1,0,2,1,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,0,1,0,0,0,1,0,0,0,1,5,1,1,0
93,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,1,0,0
94,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
95,0,0,4,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,0,0,2,0,0,1,0,0,0
96,1,0,2,0,1,0,0,0,1,1,0,0,0,2,4,0,1,1,1,0,2,1,0,0,0,1,1,0,2,0,0,1,0,2,1,1,0,1,0,0
97,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,3,0,0,0,0,0
98,2,7,0,0,1,2,0,0,0,2,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,3,0,1,0,0,0
99,2,0,1,0,0,1,0,0,1,2,0,2,4,1,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,5,1,0,0,2,3,0,0,0,1,0
100,2,0,0,1,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,1,6,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2,0
101,2,1,2,1,1,2,3,0,5,2,3,0,0,1,0,0,0,0,0,2,2,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1
102,2,1,2,0,0,2,0,0,0,2,2,0,0,1,0,1,0,0,1,2,0,0,1,1,8,1,0,0,0,0,1,5,0,0,1,0,4,0,2,2
103,1,2,1,0,1,2,1,0,0,0,3,0,1,0,1,1,3,0,1,2,0,7,3,0,0,0,1,0,0,2,6,4,0,1,0,1,1,0,0,2
104,0,1,0,0,3,2,0,3,2,0,3,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,2,0,3,1,1,1,0,1,1,1,0,0,1,0
105,0,1,4,1,0,2,1,0,2,0,1,0,0,0,1,0,0,0,1,4,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,2,4
106,0,1,0,0,0,1,1,0,0,0,1,0,2,8,1,1,0,3,1,0,0,0,2,2,0,2,2,0,6,2,0,0,0,0,0,0,2,1,0,0
107,1,1,7,0,0,8,1,1,0,4,0,1,0,1,1,1,0,0,0,1,0,0,3,1,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,1
108,0,0,1,0,2,0,2,1,0,2,0,1,1,0,0,2,0,0,0,5,0,0,1,1,0,0,0,1,0,4,0,1,0,0,0,1,0,4,0,0
109,0,0,1,0,4,0,3,0,0,0,0,0,0,2,2,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,3,0,2,1,0,1,1
110,0,0,1,2,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,2,0,3,0,2,0,0,0,1,2,1,0,1,3,2,0,0
111,3,0,1,2,0,0,0,2,0,0,0,2,0,0,3,0,0,0,0,1,0,1,0,2,0,0,0,4,0,3,0,1,2,0,0,0,3,0,0,1
