rxpck/s,client01,client02,client03,client04
0,25161.0,21438.0,18900.0,19520.0
1,16350.0,14374.0,11028.7,15958.0
2,14844.0,13052.0,12624.2,10334.0
3,13782.0,15185.0,14778.2,8382.0
4,11337.0,10250.0,14256.0,10403.0
5,9623.0,9957.0,10524.0,11165.0
6,8400.0,8434.0,11332.0,10684.0
7,8655.0,9306.0,12947.0,11012.0
8,8130.0,8709.0,12111.0,10204.0
9,10099.0,9260.0,9572.0,9630.0
10,9068.0,7543.0,1004.0,7117.0
11,2782.0,1917.0,3471.0,2509.0
12,2789.0,2494.0,1271.0,2317.0
13,3117.0,241.0,286.0,313.0
14,2746.0,1347.0,74.0,144.0
15,148.0,75.0,82.0,70.0
16,67.0,70.0,5020.0,69.0
17,102.0,2907.0,6578.0,4576.0
18,5917.0,4925.0,1370.0,6179.0
19,786.0,658.0,479.0,842.0
20,2134.0,492.0,5217.0,1412.0
21,5061.0,2952.0,867.0,2929.0
22,1349.0,1209.0,2978.0,1072.0
23,2454.0,1757.0,1551.0,1662.0
24,1357.0,1242.0,4169.0,1729.0
25,2766.0,2959.0,5873.0,3438.0
26,3604.0,3953.0,1881.0,5662.0
27,1882.0,1236.0,65.0,1085.0
28,942.0,67.0,6286.0,1458.0
29,5037.0,4831.0,3541.0,4852.0
30,5130.0,2542.0,989.0,3094.0
31,376.0,645.0,3448.0,821.0
32,1670.0,1969.0,5369.0,3606.0
33,4114.0,4879.0,138.0,6828.0
34,1330.0,275.0,263.0,245.0
35,1354.0,134.0,1806.0,1483.0
36,3065.0,1277.0,5878.0,1103.0
37,4268.0,5102.0,1106.0,6449.0
38,2062.0,1413.0,6122.0,1184.0
39,3209.0,4579.0,879.0,6159.0
40,1862.0,813.0,578.0,865.0
41,833.0,328.0,3434.0,869.0
42,1183.0,1641.0,9018.0,2694.0
43,6133.0,5420.0,5111.0,9422.0
44,7365.0,6534.0,3148.0,10060.0
45,5218.0,3552.0,3301.0,3588.0
46,1882.0,2166.0,6280.0,2978.0
47,3432.0,5001.0,77.0,7622.0
48,1177.0,122.0,4515.0,115.0
49,1412.0,3577.0,8950.0,4471.0
50,6630.0,7145.0,3790.0,4689.0
51,6938.0,2520.0,716.0,6398.0
52,3686.0,1490.0,1530.0,69.0
53,127.0,525.0,2199.0,1416.0
54,1459.0,1593.0,8397.0,2080.0
55,4784.0,5488.0,7977.0,7442.0
56,5577.0,5151.0,3756.0,6415.0
57,5586.0,3563.0,8807.0,3446.0
58,5497.0,5359.0,6901.0,8325.0
59,6935.0,5582.0,1908.0,4367.0
60,4142.0,1535.0,1678.0,2375.0
61,798.0,976.0,1906.0,1055.0
62,926.0,1308.0,4013.0,1463.0
63,253.0,1719.0,6273.0,2273.0
64,5359.0,4208.0,6127.0,3928.0
65,6628.0,4861.0,5201.0,5371.0
66,6809.0,4191.0,599.0,2730.0
67,1471.0,701.0,2130.0,628.0
68,284.0,1483.0,2262.0,2442.0
69,2486.0,1470.0,3038.0,1077.0
70,1575.0,3401.0,5553.0,4210.0
71,4162.0,3070.0,4854.0,3513.0
72,5616.0,4940.0,4737.0,6877.0
73,5622.0,3439.0,502.0,3636.0
74,3114.0,1197.0,844.0,945.0
75,350.0,63.0,2221.0,52.0
76,1949.0,2742.0,3945.0,3584.0
77,544.0,2328.0,6088.0,3652.0
78,4404.0,5250.0,2394.0,7080.0
79,4329.0,2142.0,2993.0,2612.0
80,750.0,2113.0,2880.0,2925.0
81,4157.0,2512.0,2132.0,3381.0
82,5695.0,2896.0,4218.0,1938.0
83,594.0,2756.0,2498.0,3535.0
84,2998.0,1773.0,2307.0,1830.0
85,988.0,1611.0,5707.0,2027.0
86,2519.0,4148.0,1563.0,6446.0
87,2486.0,1181.0,6455.0,2272.0
88,6481.0,4499.0,2941.0,4810.0
89,4456.0,2792.0,6510.0,2511.0
90,2260.0,4881.0,967.0,6336.0
91,2158.0,784.0,5564.0,782.0
92,1825.0,3528.0,4283.0,5175.0
93,3789.0,3572.0,5414.0,4355.0
94,3142.0,4257.0,4917.0,7926.0
95,8121.0,4918.0,3210.0,5821.0
96,6112.88,3966.0,1410.0,3144.0
97,1735.0,1028.0,2795.0,1631.0
98,164.0,1821.0,7207.0,2401.0
99,4989.0,5339.0,2320.0,8913.0
100,3136.0,1919.0,5258.0,2163.0
101,2219.0,3870.0,8502.0,6898.0
102,8046.0,6447.0,1251.0,10561.0
103,4059.0,676.0,500.0,240.0
104,1635.0,1295.0,3316.0,103.0
105,770.0,1753.0,9515.0,1870.0
106,6542.0,7060.0,2195.0,8303.0
107,3777.0,2435.0,1686.0,2350.0
108,1455.0,1137.0,4691.0,1592.0
109,2142.0,3579.0,1724.0,6983.0
110,4762.0,1202.0,2136.0,2618.0
111,3780.0,2520.0,227.0,1507.0
112,1424.0,325.75,6169.0,278.0
113,1101.0,3712.0,6116.0,6033.0
114,6215.0,5181.0,1837.0,6568.0
115,1419.0,1380.0,3166.0,1854.0
116,2334.0,1701.0,1609.0,4214.0
117,2480.0,1180.0,3018.0,1148.0
118,2211.0,3205.0,5090.0,2428.0
119,6601.0,4803.0,1429.0,4966.0
120,3101.0,2070.0,1693.0,2574.0
121,1948.0,2045.0,5645.0,2622.0
122,3616.0,5074.0,1994.0,7159.0
123,3315.0,2076.0,5822.0,2944.0
124,2086.0,4793.0,3565.0,5361.0
125,6137.0,2687.0,4097.0,4129.0
126,6119.0,4128.0,5381.0,3377.0
127,2956.0,4006.0,4173.0,4918.0
128,4148.0,2845.0,2747.0,5828.0
129,2579.0,2436.0,1009.0,3177.0
130,1399.0,881.0,5437.0,827.0
131,3789.0,4568.0,6339.0,7966.0
132,5286.0,3269.0,6188.0,3849.0
133,7713.0,4010.0,1661.0,5361.0
134,2790.0,2448.0,4046.0,2408.0
135,3261.0,3344.0,2133.0,4089.0
136,1632.0,2360.0,1743.0,2791.0
137,1794.0,1226.0,3524.0,2066.0
138,3796.0,2045.0,934.0,3389.0
139,1012.0,190.0,10298.0,1936.0
140,8061.0,7675.0,2288.0,9146.0
141,3053.0,1701.0,4401.0,2229.0
142,3045.0,3327.0,2000.0,5107.0
143,2839.0,1431.0,1384.0,1987.0
144,571.0,849.0,1800.0,1388.0
145,1590.0,1662.0,2250.0,1902.0
146,2640.0,1599.0,5693.0,3583.0
147,8361.0,5945.0,3655.0,8933.0
148,3777.0,4290.0,2077.0,3440.0
149,3246.0,1999.0,4127.0,3500.0
150,3429.0,3132.0,3674.0,4311.0
151,2281.0,3126.0,1810.0,3694.0
152,1950.0,944.0,4246.0,1903.0
153,3324.0,3047.0,5158.0,5845.0
154,4157.0,3567.0,1760.0,5160.0
155,4189.0,1607.0,1487.0,506.0
156,2240.0,1826.0,6021.0,2893.0
157,1886.0,4948.0,4369.0,5876.0
158,5412.0,3892.0,4116.0,5834.0
159,3410.0,3102.0,6392.0,4839.0
160,3975.0,4837.0,5017.0,6917.0
161,4047.0,3410.0,8787.0,5961.0
162,7832.0,6223.0,1831.0,6223.0
163,4608.0,2858.0,3013.0,2382.0
164,3426.0,3212.0,3941.0,3490.0
165,993.0,2521.0,2923.0,2093.0
166,2631.0,2392.0,1831.0,4484.0
167,3680.0,2028.0,2695.0,2042.0
168,1379.0,1702.0,3371.0,2193.0
169,2524.0,2407.0,3072.0,4004.0
170,5369.0,1578.0,2502.0,2581.0
171,3457.0,3469.0,3606.0,2432.0
172,2179.0,2714.0,5141.0,3819.0
173,4151.0,3367.0,2423.0,4785.0
174,2247.0,2083.0,3046.0,2483.16
175,2292.0,2567.0,3353.0,2527.0
176,1666.0,1986.0,1706.0,2970.0
177,3302.0,1358.0,5224.0,2814.0
178,4193.0,3341.0,4089.0,6597.0
179,5642.0,4003.0,3266.0,3214.0
180,3921.0,4036.0,1876.0,5516.0
181,2626.0,2006.0,997.0,2236.0
182,679.0,844.0,5343.0,1206.0
183,2488.0,3714.0,1038.0,4888.0
184,2173.0,1074.0,5539.0,1497.0
185,3337.0,3600.0,7731.0,7118.0
186,8949.0,5456.0,1172.0,7618.0
187,3566.0,1084.0,1667.0,1632.0
188,1179.0,1441.0,4358.0,1988.0
189,1095.0,3294.0,4275.0,4773.0
190,3213.0,3495.0,6150.0,4280.0
191,5240.0,4631.0,1212.0,6205.0
192,3249.0,171.0,4024.0,1872.0
193,3957.0,4273.0,7812.0,3822.0
194,5489.0,5586.0,6965.0,7465.0
195,5027.0,3888.0,1264.0,5117.0
196,1420.0,1202.0,1813.0,1732.0
197,404.0,1426.0,1642.0,1597.0
198,2426.0,1736.0,6913.0,1946.0
199,4344.0,2942.0,4437.0,6932.0
200,7426.0,3807.0,4014.0,4303.0
201,1860.0,3405.0,2076.0,3533.0
202,2997.0,1724.0,1143.0,1775.0
203,1309.0,1035.0,2119.0,1206.0
204,200.0,1089.0,4368.0,1607.0
205,4533.0,4379.0,3440.0,6670.0
206,5304.0,2230.0,3183.0,3355.0
207,5394.0,3930.0,2055.0,5500.0
208,3262.0,1844.0,2378.0,2773.0
209,806.0,1864.0,151.0,3452.0
210,915.0,195.0,5329.0,248.0
211,1380.0,3725.0,2808.0,6419.0
212,5811.0,2673.0,2562.0,4546.0
213,3089.0,1455.0,1130.0,1046.0
214,2629.0,1416.0,2829.0,801.0
215,1219.0,2332.0,9170.0,2857.0
216,4440.0,5738.0,3404.0,9088.0
217,5312.0,3373.0,1953.0,3735.0
218,1660.0,1350.0,587.0,2092.0
219,1157.0,489.0,4338.0,1693.0
220,5100.0,2986.0,6476.0,4922.0
221,5162.0,4900.0,6005.0,6992.0
222,4691.0,4875.0,6979.0,6456.0
223,6783.0,4692.0,237.0,6569.0
224,308.0,171.0,4224.0,333.0
225,2033.0,3163.0,741.0,4244.0
226,1706.0,380.0,4724.0,2047.0
227,4799.0,2937.0,4319.0,5717.0
228,4872.0,4324.0,1850.0,4263.0
229,1845.0,877.0,3132.0,1309.0
230,3832.0,3248.0,2986.0,3526.0
231,2840.0,2922.0,380.0,3906.0
232,760.0,260.0,2136.0,763.0
233,1366.0,2087.0,3586.0,3046.0
234,3850.0,2543.0,6314.0,5417.0
235,7622.0,6514.0,3897.0,8279.0
236,3903.0,2432.0,1578.0,2273.0
237,2812.0,1313.0,5657.0,1053.0
238,2958.0,5634.0,1994.0,8295.0
239,4148.0,2036.0,2718.0,2644.0
240,2293.0,2763.0,1200.0,4060.0
241,2484.0,1250.0,6257.0,1770.0
242,4534.0,5202.0,1560.0,8224.0
243,6044.0,1752.0,4444.0,295.0
244,1896.0,3079.0,2869.0,4458.0
245,2850.0,2084.0,8431.0,2617.0
246,5165.0,6090.0,4039.0,10150.0
247,5835.0,3470.0,514.0,4371.0
248,325.0,201.0,4659.0,1486.0
249,2925.0,2874.0,6179.0,2571.0
250,7195.0,5367.0,5269.0,4758.0
251,5824.0,3907.0,4954.0,5312.0
252,5563.0,4029.0,351.0,5116.0
253,825.0,394.0,5163.0,331.0
254,1658.0,4300.0,3752.0,4914.0
255,4131.0,3370.0,1225.0,3611.0
256,1626.0,754.0,3571.0,1041.0
257,3483.0,2204.0,4151.0,4526.0
258,4992.0,4131.0,3520.0,3499.0
259,2101.0,1788.0,964.0,2794.0
260,2572.0,806.0,1424.0,584.0
261,616.0,1729.0,5458.0,2062.0
262,3674.0,3975.0,2408.0,5994.0
263,670.0,1223.0,5899.0,2460.0
264,5050.0,3571.0,2682.0,3613.0
265,4151.0,1765.0,3770.0,2185.0
266,4980.0,4132.0,2710.0,4535.0
267,3892.0,2594.0,4604.0,2436.0
268,1817.0,2646.0,2098.0,4366.0
269,2235.0,1708.0,2188.0,3682.0
270,1972.0,1846.0,4224.0,1933.0
271,2194.0,2894.0,5545.0,4390.0
272,4820.0,3460.0,5333.0,6617.0
273,5807.0,3577.0,1003.0,3235.0
274,3901.0,931.0,2041.0,905.0
275,982.0,1642.0,6226.0,2968.0
276,5196.0,5726.0,4866.0,6815.0
277,3220.0,3711.0,4229.0,3730.0
278,3158.0,3267.0,2432.0,6020.0
279,5497.0,1846.0,1072.0,3670.0
280,2244.0,1039.0,4654.0,732.0
281,3432.0,3988.0,5359.0,4824.0
282,6239.0,4185.0,2740.0,6107.0
283,1329.0,2402.0,4914.0,2723.0
284,3593.0,3992.0,3162.0,5454.0
285,1431.0,2447.0,955.0,2825.0
286,542.0,830.0,8651.0,2066.0
287,5062.0,4993.0,2463.0,7404.0
288,5831.0,3251.0,3997.0,2525.0
289,3687.0,2869.0,4045.0,2934.0
290,2884.0,3036.0,5226.0,3720.0
291,4500.0,4127.0,1948.0,6890.0
292,1581.0,868.0,2284.0,1309.0
293,1411.0,1635.0,4494.0,4198.0
294,6022.0,4468.0,1577.0,4353.0
295,3613.0,2209.0,7615.0,732.0
296,3945.0,5041.0,4126.0,7431.0
297,2653.0,2393.0,2893.0,4141.0
298,3019.0,3164.0,6292.0,3680.0
299,2905.0,4554.0,2404.0,6899.0
300,5054.0,1725.0,1376.0,2090.0
301,1723.0,1276.0,3499.0,2955.0
302,4084.0,1941.0,1428.0,1390.0
303,3524.0,2525.0,7499.0,2220.0
304,4286.0,5041.0,4980.0,7542.0
305,4145.0,3620.0,2084.0,5399.0
306,1229.0,1780.0,7495.0,2402.0
307,4249.0,4958.0,2687.0,7724.0
308,3381.0,2148.0,2879.0,3830.0
309,5100.0,1605.0,417.0,2875.0
310,2226.0,1245.0,5262.0,160.0
311,3538.0,3721.0,9100.0,5563.0
312,3865.0,5815.0,2852.0,9450.0
313,4549.0,2598.0,9509.0,3022.0
314,4091.0,5894.0,3374.0,8443.0
315,5306.0,2486.0,5323.0,2202.0
316,2162.0,3008.0,3769.0,6646.0
317,7146.0,2764.0,59.0,2969.0
318,2069.0,658.0,4868.0,57.0
319,1782.0,3212.0,4188.0,4857.0
320,2478.0,2011.0,3810.0,4144.0
321,2924.0,1763.0,3298.0,3395.0
322,2775.0,3621.0,3132.0,2845.0
323,2111.0,2308.0,1393.0,3963.0
324,3629.0,679.0,1387.0,1689.0
325,2236.0,1834.0,4510.0,606.0
326,2773.0,3343.0,3328.0,4881.0
327,3223.0,2554.0,3801.0,3513.0
328,1862.37,2590.0,4058.0,3513.0
329,3375.0,2810.0,3831.0,4179.0
330,986.0,2590.0,6109.0,3617.0
331,6384.0,4308.0,9968.0,7146.0
332,8937.0,7074.0,445.0,7980.0
333,4111.0,901.0,3596.0,514.0
334,403.0,2281.0,9854.0,3592.0
335,7553.0,6636.0,2986.0,9086.0
336,3259.0,1772.0,2614.0,3033.0
337,2270.0,2042.0,7229.0,2874.0
338,4539.0,3519.0,1884.0,8836.0
339,4826.0,1921.0,1558.0,1479.0
340,2876.0,2096.0,3064.0,1090.0
341,919.0,2113.0,3293.0,4228.0
342,2008.0,1635.0,2499.0,2506.0
343,2722.0,1868.0,9979.0,2744.0
344,4118.0,7017.0,4689.0,10991.0
345,3943.0,3290.0,2336.0,5132.0
346,4768.0,1714.0,2379.0,3003.0
347,3954.0,2394.0,505.0,820.0
348,855.0,608.0,1383.0,781.0
349,228.0,713.0,3773.0,812.0
350,3285.0,3446.0,8160.0,3689.0
351,3884.0,5655.0,3954.0,9088.0
352,3281.0,2782.0,1760.0,5543.0
353,3314.0,1018.0,6691.0,1603.0
354,5119.0,5227.0,5420.0,3284.0
355,5961.0,3723.77,2025.0,5359.0
356,3323.0,2038.0,2455.0,3355.0
357,2264.0,1488.0,1462.0,2675.0
358,928.0,1017.0,644.0,1437.0
359,558.0,307.0,7770.0,417.0
360,4182.0,5024.0,6535.0,8059.0
361,9208.0,5579.0,1047.0,7006.0
362,2115.0,1431.0,1327.0,279.0
363,2296.0,1186.0,1016.0,1505.0
364,611.0,656.0,3606.0,1040.0
365,2026.0,1816.0,1026.0,3869.0
366,1143.0,741.0,8360.0,723.0
367,3591.0,5847.0,1738.0,7824.0
368,4922.0,2154.0,990.0,3775.0
369,3397.0,303.0,5896.0,263.0
370,3275.0,5301.0,6175.0,5288.0
371,6031.0,4535.0,8940.0,5792.0
372,7302.0,6771.0,6995.0,9163.0
373,4819.0,4677.0,882.0,6376.0
374,1720.0,850.0,3085.0,1044.0
375,1426.0,2304.0,6178.0,3600.99
376,6406.0,5302.0,5691.0,6944.0
377,5095.0,2628.0,1050.0,4651.0
378,3056.0,1616.0,2335.0,874.0
379,2037.0,1753.0,4076.0,1130.0
380,3093.0,3020.0,5961.0,3507.0
381,4185.0,4891.0,266.0,5461.0
382,1750.0,702.0,2445.0,339.0
383,1129.0,1892.0,291.0,2608.0
384,758.0,435.0,7291.0,1090.0
385,6249.0,6552.0,5835.0,6937.0
386,6915.0,6053.0,2276.0,7320.0
387,4618.0,2547.0,4560.0,1217.0
388,3109.0,3650.0,1260.0,4232.0
389,2420.0,1378.0,6189.0,1313.0
390,1584.0,4703.0,3757.0,5270.0
391,5834.0,3523.0,2941.0,4713.0
392,1997.0,2199.0,3561.0,2759.0
393,4462.0,2359.0,4032.0,3820.0
394,5733.0,4715.0,5794.0,2704.0
395,3969.0,3059.0,920.0,4642.0
396,784.0,568.0,5232.0,794.0
397,1895.0,3750.0,4356.0,4739.0
398,3633.0,3242.0,1335.0,4181.0
399,1991.0,1296.0,2063.0,1141.0